dte_dateof,amt_price,houseno,houseunit,stdir,stname,sttype,stsuffix,heatedarea,yearbuilt,fullbaths,halfbaths,bedrooms,actype,vacantorim,totalac,siding,area,geometry
2016-08-05,268000,6106,NA,NA,SWANSTON,DR,NA,2779,1997,2,1,4,AC-CENTRAL,IMP,0.22,"ALUM,VINYL",03107,"list(list(c(450315.711208334, 450280.720098349, 450282.213621337, 450283.128023166, 450316.717050345, 450317.467561508, 450317.74387298, 450317.544031893, 450316.86945065, 450315.711208334, 181788.507753928, 181794.29877501, 181805.942348794, 181813.07468306, 181819.109735129, 181813.495735554, 181807.838535699, 181802.178118598, 181796.55449002, 181788.507753928)))"
2014-04-14,252000,6031,NA,NA,TRAILWATER,RD,NA,2820,2013,3,1,4,AC-CENTRAL,IMP,0.2,Other,03108,"list(list(c(428705.981972875, 428680.683522278, 428679.311919535, 428665.138691189, 428693.978924871, 428694.551950015, 428695.161551234, 428695.771152453, 428696.380753672, 428696.990354892, 428697.636532185, 428698.285757484, 428698.895358703, 428699.581160074, 428700.227337368, 428700.876562665, 428701.562364036, 428702.248165408, 428702.894342702, 428703.619768151, 428704.305569522, 428704.991370894, 428705.981972875, 158378.406661728, 158346.545854004, 158347.231655377, 158366.568206045, 158390.12319716, 
158389.419107752, 158388.733306376, 158388.047505008, 158387.370847652, 158386.694190301, 158386.035820984, 158385.380499675, 158384.722130357, 158384.085097083, 158383.445015805, 158382.817126546, 158382.198381309, 158381.579636071, 158380.970034852, 158380.36957765, 158379.778264469, 158379.196095307, 158378.406661728)))"
2016-12-29,95000,2629,NA,NA,STARNES,RD,NA,1534,1965,1,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03102,"list(list(c(431200.895168201, 431237.050045008, 431223.823984556, 431209.894596701, 431205.351608703, 431201.131568789, 431197.34464212, 431194.089687328, 431191.451675791, 431189.499473438, 431188.284042978, 431188.253753419, 431181.547949508, 431193.587764087, 431200.895168201, 168476.648597207, 168466.920695251, 168403.950984812, 168405.962478337, 168407.599619191, 168409.947007796, 168412.943365008, 168416.510470198, 168420.555203223, 168424.971975362, 168429.645485703, 168430.255086921, 168434.827286568, 
168478.627134169, 168476.648597207)))"
2012-01-30,950000,1701,NA,NA,HERTFORD,RD,NA,4014,1939,4,0,5,AC-CENTRAL,IMP,0,Other,03105,"list(list(c(442840.842018597, 442833.337827587, 442820.115577144, 442818.667774248, 442810.361957637, 442807.92355276, 442785.215907345, 442780.531121974, 442786.855734623, 442788.608338128, 442840.842018597, 161576.441713795, 161561.27788347, 161562.25019741, 161560.116593143, 161564.286265485, 161564.17348926, 161573.48819589, 161575.411487737, 161592.443745798, 161597.015754944, 161576.441713795)))"
2013-03-08,240000,5438,NA,NA,VALLEY FORGE,RD,NA,1678,1958,2,0,3,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(439666.282709477, 439619.343415599, 439610.595638102, 439610.046997006, 439656.590050093, 439666.282709477, 157763.361703635, 157749.432315777, 157778.937014785, 157780.826778566, 157795.609608129, 157763.361703635)))"
2016-03-10,138000,8638,NA,NA,MEADOWMONT VIEW,DR,NA,1364,2000,2,0,3,AC-CENTRAL,IMP,0.108,"ALUM,VINYL",03106,"list(list(c(449348.586875083, 449355.766072444, 449343.040456493, 449334.579953569, 449326.738576888, 449347.327858066, 449348.586875083, 183062.58477958, 183047.548013006, 183042.594622098, 183039.830842574, 183055.220796857, 183065.221495349, 183062.58477958)))"
2014-04-03,725000,14620,NA,NA,BRICK CHURCH,CT,NA,4166,2003,3,1,4,AC-CENTRAL,IMP,0.316,FACE BRICK,03108,"list(list(c(440422.136405184, 440413.790964495, 440382.929902773, 440393.826524567, 440394.70435032, 440395.579128072, 440396.4935299, 440397.371355654, 440398.285757483, 440399.200159312, 440400.114561141, 440400.989338891, 440422.136405184, 145311.470415855, 145268.91415474, 145274.598686109, 145315.670568257, 145315.45415982, 145315.252991419, 145315.060967036, 145314.881134674, 145314.728734372, 145314.576334065, 145314.451365819, 145314.329445571, 145311.470415855)))"
2012-04-12,605000,408,NA,NA,ROBMONT,RD,NA,4059,1966,3,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(447267.735592382, 447208.512833937, 447203.117863146, 447201.624340161, 447261.090939093, 447267.735592382, 157633.69952431, 157621.629420171, 157645.830588571, 157652.62764217, 157664.758706428, 157633.69952431)))"
2014-07-01,381500,1138,NA,NA,LAUREL PARK,LN,NA,3436,1986,2,1,4,AC-CENTRAL,IMP,0,Other,03104,"list(list(c(448850.077477067, 448847.669552249, 448831.850400614, 448867.664472242, 448873.333763579, 448859.312935536, 448854.558046029, 448850.077477067, 151052.749562411, 151051.774200461, 151095.299727513, 151105.876308661, 151057.534931982, 151055.94996881, 151054.3954857, 151052.749562411)))"
2018-01-29,160000,2408,NA,NA,DEBERRY,CT,NA,1260,1998,2,1,3,AC-CENTRAL,IMP,0.221,"ALUM,VINYL",03107,"list(list(c(453579.6989292, 453595.365729201, 453573.511529198, 453557.570429198, 453554.0652292, 453560.405029202, 453569.4576292, 453579.6989292, 172046.866859406, 172038.088559404, 171996.970959402, 171999.653259404, 172000.232359403, 172011.875759401, 172028.273959405, 172046.866859406)))"
2020-03-19,324000,4405,NA,NA,GATESMILLS,AV,NA,3068,2013,4,0,5,AC-CENTRAL,IMP,0.22,"ALUM,VINYL",03107,"list(list(c(456398.119829201, 456380.441329199, 456378.344329198, 456365.3537292, 456388.8599292, 456398.119829201, 172129.823259403, 172125.534759404, 172124.888559403, 172161.787659402, 172168.304359403, 172129.823259403)))"
2018-10-05,199000,11839,NA,NA,KEVIN HENRY,PL,NA,1426,2002,2,1,2,AC-CENTRAL,IMP,0.036,"ALUM,VINYL",03104,"list(list(c(443816.815429201, 443816.471029199, 443838.264229202, 443838.569029197, 443816.815429201, 145691.890859404, 145698.748859405, 145699.882759405, 145693.262459406, 145691.890859404)))"
2017-09-27,223500,12123,NA,NA,HAMPTON PLACE,DR,NA,1831,2003,2,0,3,AC-CENTRAL,IMP,0.193,"ALUM,VINYL",03103,"list(list(c(446694.8567292, 446683.502729201, 446652.830629202, 446664.4132292, 446694.8567292, 180007.886759406, 179989.598959406, 180009.545059405, 180027.5283594, 180007.886759406)))"
2015-07-17,100000,884,NA,NA,PLAZA WALK,DR,NA,2054,2007,2,1,3,AC-CENTRAL,IMP,0.1164,"ALUM,VINYL",03103,"list(c(447934.938030788, 447904.26594544, 447903.467367846, 447902.705366322, 447901.903740715, 447901.105163122, 447900.303537515, 447899.504959921, 447898.666758244, 447897.865132638, 447897.066555045, 447896.264929439, 447895.426727762, 447894.628150167, 447893.789948491, 447892.875546663, 447923.468383845, 447924.306585522, 447925.18441128, 447926.022612957, 447926.860814633, 447927.699016309, 447928.497593904, 447929.33579558, 447930.173997256, 447930.975622863, 447931.774200457, 447932.575826063, 
447933.374403657, 447934.176029264, 447934.938030788, 167520.053601019, 167493.916948746, 167494.374149659, 167494.831350576, 167495.270263454, 167495.727464365, 167496.163329235, 167496.602242116, 167497.041154995, 167497.458731825, 167497.87935667, 167498.296933505, 167498.71755835, 167499.116847147, 167499.537471986, 167499.973336858, 167525.652788215, 167525.311411534, 167524.98832289, 167524.625610165, 167524.262897441, 167523.881896676, 167523.500895912, 167523.101607116, 167522.702318317, 
167522.281693475, 167521.864116639, 167521.425203763, 167520.968002847, 167520.510801935, 167520.053601019))"
2021-12-20,336500,2430,NA,NA,RICE PLANTERS,RD,NA,1710,1984,2,0,4,AC-CENTRAL,IMP,0,"ALUM,VINYL",03105,"list(list(c(430895.898129199, 430951.981429197, 430965.691329198, 430922.006229201, 430895.898129199, 155841.599859407, 155878.480759402, 155858.055159402, 155830.012659402, 155841.599859407)))"
2020-05-22,1500000,9925,NA,NA,METROMONT INDUSTRIAL,BV,NA,17910,1997,0,0,0,AC-NONE,IMP,3.721,Other,03106,"list(list(c(443179.377129202, 443057.9996292, 443066.6624292, 443076.734129201, 443087.1545292, 443097.8765292, 443108.851429202, 443120.029629198, 443131.360529199, 443142.792729201, 443154.274529201, 443165.753829198, 443181.980129198, 443183.5463292, 443185.0400292, 443186.416429199, 443187.634229199, 443188.6568292, 443189.453729199, 443190.000829198, 443190.281829202, 443190.2882292, 443179.377129202, 179463.027659403, 179473.687359406, 179572.285259407, 179577.809259404, 179582.643359406, 179586.765559404, 
179590.157259403, 179592.803159404, 179594.691159403, 179595.812859405, 179596.162959403, 179595.740059402, 179594.314559406, 179594.030759402, 179593.480859401, 179592.681559403, 179591.6566594, 179590.436959406, 179589.059059401, 179587.564359402, 179585.997759401, 179584.406059404, 179463.027659403)))"
2020-10-20,228500,13528,NA,NA,CARLEEN WAY,DR,NA,1400,2002,2,1,3,AC-CENTRAL,IMP,0.134,HARDIPLANK,03107,"list(list(c(456267.805629198, 456258.164829198, 456230.467529202, 456239.114729201, 456267.805629198, 172673.088859405, 172659.772059403, 172681.089859406, 172693.223959404, 172673.088859405)))"
2019-02-19,1350000,2216,NA,NA,SUTTON SPRINGS,RD,NA,5014,1985,3,2,5,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(445710.3263292, 445701.5871292, 445693.057829199, 445684.784029201, 445683.171629201, 445681.563429202, 445679.988229199, 445678.474629198, 445643.8188292, 445697.738029202, 445710.3263292, 154886.714459406, 154884.160359401, 154880.974559405, 154877.174159403, 154877.096359404, 154877.235259404, 154877.588459405, 154878.149559403, 154923.656259405, 154940.298359406, 154886.714459406)))"
2012-12-27,437500,10845,NA,NA,BAY HILL CLUB,DR,NA,3213,1996,3,1,4,AC-CENTRAL,IMP,1,FACE BRICK,03108,"list(list(c(446455.167647249, 446454.978670869, 446388.797314508, 446376.986290885, 446380.531121974, 446386.587510087, 446391.921520756, 446398.057157026, 446403.467367846, 446409.676156266, 446415.162567238, 446425.413011738, 446430.097797108, 446461.37948367, 446461.035058983, 446460.312681537, 446459.626880165, 446458.977654869, 446458.368053649, 446457.798076507, 446457.264675441, 446456.807474526, 446456.386849687, 446456.005848924, 446455.664472241, 446455.396247706, 446455.167647249, 145157.23216338, 
145156.043441, 145160.831858579, 145183.780296471, 145186.035820981, 145189.78791649, 145193.046235004, 145196.676410266, 145199.818904549, 145203.324111561, 145206.305061523, 145211.76404044, 145214.171965258, 145166.470669854, 145166.22378136, 145165.681236275, 145165.071635055, 145164.425457762, 145163.727464372, 145163.023374962, 145162.261373435, 145161.49937191, 145160.679458272, 145159.853448618, 145159.003054922, 145158.119133149, 145157.23216338)))"
2019-07-29,225000,114,NA,NA,PARKLAKE,DR,NA,1962,1987,2,1,4,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(436805.119329201, 436788.8734292, 436781.137329198, 436773.298129202, 436767.232629198, 436775.797529201, 436805.119329201, 148815.147259406, 148774.700259404, 148777.503559403, 148780.003759404, 148781.009559401, 148831.027359402, 148815.147259406)))"
2015-06-10,1270000,11812,NA,NA,JAMES JACK,LN,NA,6327,2004,4,1,5,AC-CENTRAL,IMP,0.52,Other,03108,"list(c(439661.811284534, 439681.242323396, 439659.790456489, 439612.698762305, 439612.622562154, 439612.509785931, 439612.433585778, 439612.317761544, 439612.241561391, 439612.128785169, 439612.012960934, 439611.900184711, 439611.747784407, 439611.631960172, 439611.51918395, 439611.366783646, 439611.21438334, 439611.061983036, 439610.90958273, 439610.757182426, 439610.604782121, 439610.336557581, 439607.44095179, 439661.811284534, 145876.180601275, 145838.882150675, 145839.823984562, 145841.899676705, 
145842.804934524, 145843.719336354, 145844.624594161, 145845.538995991, 145846.444253801, 145847.358655629, 145848.263913438, 145849.16917125, 145850.074429058, 145850.976638862, 145851.881896672, 145852.787154488, 145853.6924123, 145854.588526089, 145855.493783901, 145856.399041709, 145857.292107492, 145858.645422204, 145873.437395787, 145876.180601275))"
2021-04-15,424000,10230,NA,NA,KELSO,CT,NA,2857,2007,3,0,4,AC-CENTRAL,IMP,0.23,"ALUM,VINYL",03108,"list(list(c(428621.817329202, 428633.094929201, 428609.055329197, 428608.132329198, 428607.302729199, 428606.589229199, 428606.011329201, 428605.5848292, 428605.321529201, 428604.787729198, 428603.905429199, 428602.700829201, 428601.209329198, 428599.4750292, 428597.549129199, 428611.606529201, 428621.817329202, 158215.338259403, 158201.012659403, 158167.981359403, 158168.471259402, 158169.106559405, 158169.869959402, 158170.740559402, 158171.694559402, 158172.705759404, 158174.787259404, 158176.7466594, 
158178.526059404, 158180.072959407, 158181.341759401, 158182.294859406, 158219.721259404, 158215.338259403)))"
2015-07-28,137500,8517,NA,NA,FARNSWORTH,LN,NA,1978,2000,2,1,3,AC-CENTRAL,IMP,0.199,"ALUM,VINYL",03107,"list(c(457078.307093523, 457085.622308153, 457062.381261671, 457062.381261671, 457062.420885754, 457062.420885753, 457062.38126167, 457062.381261671, 457062.344685601, 457062.268485448, 457062.228861366, 457062.152661213, 457062.076461061, 457061.963684839, 457061.887484686, 457061.735084382, 457061.582684077, 457061.466859843, 457061.277883467, 457058.534677981, 457058.418853746, 457058.342653594, 457058.458477828, 457058.687078286, 457059.028454965, 457059.525279963, 457060.095257098, 457060.781058471, 
457061.543059995, 457063.106687125, 457078.307093523, 168399.269247452, 168358.273565462, 168360.846082605, 168361.912884739, 168362.827286568, 168363.741688397, 168364.656090225, 168365.570492055, 168366.484893882, 168367.399295713, 168368.313697538, 168369.228099371, 168370.142501196, 168371.056903027, 168371.931680774, 168372.846082604, 168373.76048443, 168374.638310189, 168375.705112323, 168389.17425126, 168390.01245294, 168390.926854767, 168391.841256594, 168392.734322378, 168393.593860099, 
168394.355861624, 168395.041662993, 168395.651264214, 168396.126753165, 168396.718066347, 168399.269247452))"
2021-08-16,839500,2214,NA,NA,SARAH MARKS,AV,NA,2268,1925,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03105,"list(list(c(441104.3928292, 441074.187129198, 441070.285729201, 441056.569629198, 441095.401229203, 441099.794429199, 441104.3928292, 162350.946059404, 162323.849359405, 162326.135359404, 162334.212559401, 162362.498059402, 162356.642259402, 162350.946059404)))"
2012-08-15,187000,12101,NA,NA,LANDING GREEN,DR,NA,1588,1993,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(445209.904756723, 445205.219971351, 445165.672092256, 445183.844304602, 445205.71374834, 445237.147835207, 445237.184411281, 445237.413011739, 445237.681236274, 445237.986036883, 445238.40361372, 445238.860814635, 445239.699016311, 445240.272041455, 445240.91821875, 445241.567444046, 445242.253245418, 445209.904756723, 143842.294901503, 143837.235211387, 143844.190761296, 143880.821698555, 143882.748038406, 143885.546108008, 143885.213875342, 143884.326905566, 143883.4429838, 143882.595638105, 
143881.766580444, 143880.974098862, 143879.754896423, 143879.050807015, 143878.383293681, 143877.746260407, 143877.164091244, 143842.294901503)))"
2020-10-08,460000,12439,NA,NA,WILLINGDON,RD,NA,3396,2002,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(443521.0807292, 443537.8447292, 443570.763229201, 443553.5419292, 443521.0807292, 188710.971459402, 188726.269459406, 188690.571159406, 188674.968459405, 188710.971459402)))"
2022-04-13,835000,10931,NA,NA,ARTHUR AUTEN,RD,NA,1992,1982,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(433526.059129201, 433495.847329201, 433470.661629202, 433512.001729199, 433516.037029201, 433520.727729199, 433526.059129201, 181135.115759403, 181113.685259406, 181140.068759406, 181169.616159404, 181157.858059406, 181146.345759405, 181135.115759403)))"
2022-03-02,348000,3100,NA,NA,BURKSTON,RD,NA,1546,1996,2,1,3,AC-CENTRAL,IMP,0.293,MASONITE,03103,"list(list(c(447310.211629199, 447310.246329198, 447310.2098292, 447269.137629202, 447265.480029199, 447267.595629201, 447269.597929202, 447271.429829202, 447273.0390292, 447310.211629199, 175090.218059408, 175089.663059406, 175089.108159403, 175072.287259406, 175117.184359405, 175117.677659405, 175118.520059404, 175119.687459404, 175121.146759403, 175090.218059408)))"
2018-03-13,363500,15120,NA,NA,ALIJON,CT,NA,4120,2007,3,0,4,AC-CENTRAL,IMP,0.239,HARDIPLANK,03108,"list(list(c(425022.426929199, 425016.940529199, 425019.7233292, 425040.943529198, 425038.316129202, 425022.426929199, 148144.878559403, 148144.905959401, 148191.037559404, 148189.778659405, 148144.784059404, 148144.878559403)))"
2020-05-07,240000,21333,NA,NA,AFTONSHIRE,DR,NA,1320,2001,2,1,3,AC-CENTRAL,IMP,0.133,"ALUM,VINYL",03106,"list(list(c(440736.584229202, 440723.391329201, 440718.168229199, 440708.2925292, 440717.869729199, 440722.228529202, 440726.401029201, 440736.584229202, 193108.090459406, 193102.934759406, 193100.8935594, 193126.172759405, 193129.919659405, 193131.849859407, 193134.155259402, 193108.090459406)))"
2021-10-06,330000,9808,NA,NA,SANDMAN,LN,NA,1556,1998,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(440634.353729198, 440601.2829292, 440597.396729198, 440599.204629199, 440600.998929201, 440602.730729203, 440634.353729198, 179913.874159403, 179869.086759408, 179938.581359403, 179938.513059406, 179938.743759402, 179939.267159406, 179913.874159403)))"
2022-07-13,560000,NA,NA,NA,NA,NA,NA,1566,2019,2,1,2,AC-CENTRAL,IMP,0.03,HARDIPLANK,03101,"list(list(c(443676.036429199, 443681.145729202, 443669.354129202, 443664.2448292, 443676.036429199, 165343.386659404, 165338.586559401, 165326.035459405, 165330.835559403, 165343.386659404)))"
2015-06-10,370000,6616,NA,NA,NA,NA,NA,2633,1993,2,1,3,AC-CENTRAL,IMP,0,Other,03104,"list(c(445722.061221035, 445715.508007928, 445689.813316535, 445697.159011228, 445722.061221035, 154224.41326574, 154217.098051108, 154238.830334572, 154247.212351334, 154224.41326574))"
2017-04-12,245000,6645,NA,NA,EVANTON LOCH,RD,NA,2672,2006,2,1,3,AC-CENTRAL,IMP,0.18,"ALUM,VINYL",03108,"list(list(c(428178.0673292, 428176.732329202, 428168.1613292, 428151.1288292, 428157.874229202, 428158.266582275, 428158.798671362, 428159.455845061, 428160.220007685, 428161.070117541, 428161.982766324, 428162.932823684, 428163.8941292, 428178.0673292, 158374.493059406, 158341.489259403, 158341.802959403, 158342.440159404, 158371.329159405, 158372.206833449, 158373.0075418, 158373.709236457, 158374.292595817, 158374.741556719, 158375.043756748, 158375.190874639, 158375.178859407, 158374.493059406
)))"
2022-02-09,330000,5126,NA,NA,VANHOY,LN,NA,1903,2005,2,1,3,AC-CENTRAL,IMP,0.147,"ALUM,VINYL",03102,"list(list(c(444979.101429199, 444975.284829199, 444972.202129199, 444971.223929201, 444957.738029199, 444962.5849292, 444968.083829201, 444973.601229201, 444979.101429199, 175928.108859405, 175909.631659407, 175894.706459402, 175889.971059403, 175885.086059406, 175928.084859406, 175928.536359407, 175928.544359407, 175928.108859405)))"
2018-06-12,224000,10321,NA,NA,WORSLEY,LN,NA,1778,1996,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03103,"list(list(c(448203.7324292, 448202.741829199, 448158.2044292, 448158.280629202, 448203.7324292, 179456.444659406, 179435.718259404, 179436.519859405, 179461.2635594, 179456.444659406)))"
2022-03-21,380000,6645,NA,NA,ALLNESS GLEN,LN,NA,1950,1996,2,1,3,AC-CENTRAL,IMP,0.156,"ALUM,VINYL",03107,"list(list(c(450660.989229199, 450667.6949292, 450676.473129201, 450693.5724292, 450678.332429201, 450660.989229199, 181578.500059405, 181581.487159402, 181585.419059405, 181551.860459404, 181544.240459406, 181578.500059405)))"
2018-03-15,227000,3719,NA,NA,GLEN LYON,DR,NA,1766,1996,2,1,3,AC-CENTRAL,IMP,0.179,"ALUM,VINYL",03101,"list(list(c(453387.339329199, 453412.5463292, 453426.902429198, 453401.817329201, 453392.520929198, 453387.339329199, 158539.140159403, 158566.023559403, 158552.612359404, 158525.637459407, 158534.324259403, 158539.140159403)))"
2014-11-21,89500,3938,NA,NA,GLENLEA COMMONS,DR,NA,1338,2006,2,1,2,AC-CENTRAL,IMP,0.03,"ALUM,VINYL",03106,"list(list(c(440337.362211638, 440337.24943541, 440317.208795329, 440317.321571556, 440337.362211638, 174122.985782885, 174116.889770692, 174117.292107496, 174123.388119688, 174122.985782885)))"
2016-09-09,257000,19335,NA,NA,WINDJAMMER,CR,NA,2486,2005,2,1,3,AC-CENTRAL,IMP,0.106,HARDIPLANK,03106,"list(list(c(438818.427997767, 438798.311157534, 438795.539778124, 438792.505856634, 438789.243148898, 438803.148152704, 438808.648497398, 438813.76032478, 438818.427997767, 192384.468129851, 192365.722892359, 192368.361738408, 192370.693984687, 192372.693682297, 192396.413075237, 192392.971248101, 192388.975101633, 192384.468129851)))"
2020-01-21,480000,125,NA,NA,BELL MEADOW,PL,NA,2080,2019,3,1,3,AC-CENTRAL,IMP,0.03,FACE BRICK,03104,"list(list(c(445020.815629199, 445024.429629201, 445018.4039292, 445004.006529201, 445001.815529198, 445016.210029201, 445020.815629199, 160827.275059404, 160818.281359402, 160823.683159402, 160818.431259402, 160824.444759406, 160829.695659403, 160827.275059404)))"
2017-08-01,143000,7614,NA,NA,GALVIN,ST,NA,1480,2016,2,1,3,AC-CENTRAL,IMP,0.031,"ALUM,VINYL",03107,"list(list(c(456704.8694292, 456710.571429198, 456717.739829199, 456712.037729198, 456704.8694292, 166939.676259406, 166941.832159402, 166922.8728594, 166920.716959403, 166939.676259406)))"
2017-06-15,160000,16944,NA,NA,SUMMERS WALK,BV,NA,1190,2007,2,1,2,AC-CENTRAL,IMP,0.036,FACE BRICK,03106,"list(list(c(448402.0731292, 448399.293329199, 448375.7473292, 448378.6429292, 448402.0731292, 189711.021759405, 189706.925059402, 189725.289459402, 189729.212259406, 189711.021759405)))"
2021-03-30,280000,8239,NA,NA,BRIDGEGATE,DR,NA,2016,2008,2,1,2,AC-CENTRAL,IMP,0.069,"ALUM,VINYL",03106,"list(list(c(436787.271729199, 436749.970229199, 436744.479229198, 436784.512529199, 436785.730929201, 436787.271729199, 187231.992259403, 187218.064759405, 187223.070559406, 187238.410259405, 187235.131959404, 187231.992259403)))"
2019-08-15,285000,3211,NA,NA,RINGTAIL,LN,NA,2922,2014,2,1,4,AC-CENTRAL,IMP,0.2231,"ALUM,VINYL",03106,"list(list(c(435926.211529201, 435920.178129201, 435914.213829201, 435908.344129202, 435895.731429199, 435921.0695292, 435926.211529201, 175716.084059403, 175715.224059406, 175713.971559404, 175712.331959402, 175752.032159406, 175756.527959403, 175716.084059403)))"
2021-10-04,475000,1300,NA,NA,BEARMORE,DR,NA,2273,1985,2,0,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(449094.832329202, 449067.5526292, 449093.369229199, 449119.003029201, 449120.0698292, 449094.832329202, 158243.483559404, 158280.913059403, 158299.688759407, 158264.2404594, 158262.990759404, 158243.483559404)))"
2016-03-08,126500,1715,NA,NA,SHANNONHOUSE,DR,NA,1281,1966,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03103,"list(list(c(449404.905836223, 449385.246387403, 449383.740593275, 449382.295823931, 449380.939921692, 449379.699016308, 449377.143781441, 449374.9439363, 449374.185047694, 449373.591153785, 449373.179740997, 449372.962922838, 449372.726116079, 449372.810522533, 449372.444761801, 449372.74956241, 449401.400819713, 449411.398279707, 449404.905836223, 166935.87884867, 166938.957334828, 166939.293222493, 166939.834404557, 166940.57045184, 166941.487179886, 166944.108549449, 166947.034550981, 166947.93431369, 
166948.950569014, 166950.053394643, 166951.210319334, 166953.994761352, 166956.787979989, 166963.158503232, 166973.826524568, 166974.009404929, 166974.100845114, 166935.87884867)))"
2012-10-12,447500,3025,NA,NA,BRIDLE BROOK,WY,NA,4112,1998,3,1,4,AC-CENTRAL,IMP,1,Other,03104,"list(list(c(450913.486163886, 450889.141739195, 450868.756674426, 450867.766072445, 450850.051061014, 450850.813062538, 450851.687840289, 450852.526041965, 450853.40386772, 450854.27864547, 450855.156471224, 450855.994672901, 450856.90907473, 450857.78385248, 450858.661678235, 450859.536455985, 450860.41428174, 450861.328683568, 450862.20346132, 450863.117863149, 450863.995688903, 450864.910090732, 450865.82449256, 450866.699270311, 450867.61367214, 450868.528073969, 450869.442475798, 450870.356877626, 
450871.234703381, 450872.14910521, 450873.063507038, 450873.977908867, 450874.892310696, 450875.806712525, 450876.721114354, 450877.635516182, 450878.549918012, 450879.46431984, 450880.378721669, 450881.293123498, 450882.207525326, 450883.121927155, 450884.036328984, 450884.950730813, 450885.865132642, 450886.779534471, 450887.693936299, 450888.568714051, 450889.483115879, 450890.397517708, 450891.275343462, 450892.18974529, 450893.10414712, 450893.978924871, 450894.856750625, 450895.771152453, 450896.645930205, 
450897.523755959, 450898.39853371, 450899.276359465, 450900.151137216, 450901.028962969, 450901.90374072, 450903.162567237, 450913.486163886, 150745.047251009, 150738.987814888, 150763.210319335, 150764.374657662, 150785.442475799, 150785.689364293, 150786.003308922, 150786.320301552, 150786.625102158, 150786.908566733, 150787.185935282, 150787.463303837, 150787.719336352, 150787.966224846, 150788.203969323, 150788.432569779, 150788.642882197, 150788.853194617, 150789.042170994, 150789.225051363, 
150789.404883724, 150789.566428045, 150789.709684333, 150789.852940619, 150789.987052888, 150790.099829111, 150790.206509323, 150790.31014153, 150790.395485702, 150790.462541838, 150790.529597973, 150790.587510086, 150790.624086161, 150790.651518214, 150790.672854257, 150790.681998276, 150790.681998278, 150790.663710237, 150790.642374199, 150790.605798125, 150790.557030024, 150790.499117912, 150790.435109781, 150790.35890963, 150790.261373436, 150790.157741226, 150790.054109021, 150789.929140776, 
150789.785884484, 150789.642628199, 150789.490227895, 150789.319539551, 150789.148851212, 150788.956826829, 150788.758706427, 150788.548394005, 150788.328937571, 150788.091193094, 150787.853448618, 150787.594368102, 150787.338335589, 150787.060967037, 150786.777502468, 150786.320301551, 150745.047251009)))"
2012-07-23,267000,5132,NA,NA,ROSEWATER,CT,NA,2235,1987,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03104,"list(list(c(446556.056649027, 446538.835414583, 446527.801632515, 446528.045473002, 446528.807474526, 446529.53899599, 446530.179077269, 446530.788678488, 446531.367799649, 446531.916440744, 446532.37364166, 446532.739402392, 446533.07468306, 446533.349003611, 446533.531883975, 446533.684284279, 446533.775724462, 446533.775724462, 446533.684284279, 446533.592844098, 446533.37948367, 446533.135643184, 446532.769882451, 446532.404121719, 446531.946920804, 446531.45923983, 446530.880118671, 446530.270517451, 
446529.630436173, 446528.898914708, 446528.136913184, 446527.3444316, 446542.584462081, 446559.43993579, 446575.137167185, 446556.056649027, 155904.443745801, 155891.581160075, 155907.034550982, 155907.217431348, 155907.735592384, 155908.314713537, 155908.924314758, 155909.5948761, 155910.326397565, 155911.088399091, 155911.880880673, 155912.703842321, 155913.557284025, 155914.410725732, 155915.325127563, 155916.20904933, 155917.12345116, 155918.037852987, 155918.952254818, 155919.866656646, 155920.750578415, 
155921.634500181, 155922.487941885, 155923.310903534, 155924.103385119, 155924.865386645, 155925.596908106, 155926.267469446, 155926.907550726, 155927.486671884, 155928.004832921, 155928.492513898, 155963.514103942, 155946.384309678, 155928.94971481, 155904.443745801)))"
2020-05-13,322000,6976,NA,NA,OAKSTONE,PL,NA,1300,1963,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03105,"list(list(c(439354.4716292, 439317.6517292, 439315.518129198, 439315.335229199, 439307.8371292, 439344.474129201, 439347.118729199, 439350.460729198, 439354.4716292, 155127.933659401, 155105.134559404, 155108.822659406, 155109.371259406, 155132.810459406, 155150.153559404, 155142.450059404, 155135.022459404, 155127.933659401)))"
