dte_dateof,amt_price,houseno,houseunit,stdir,stname,sttype,stsuffix,heatedarea,yearbuilt,fullbaths,halfbaths,bedrooms,actype,vacantorim,totalac,siding,area,geometry
2012-09-27,146000,14921,NA,NA,ASHLIGHT,DR,NA,1684,1997,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(427183.006102925, 427181.521723955, 427141.477019867, 427145.250451412, 427185.596908106, 427183.006102925, 150552.937522787, 150545.107195128, 150548.155201222, 150569.454667819, 150566.348749611, 150552.937522787)))"
2014-08-19,338000,16509,NA,NA,WOOLWINE,RD,NA,2784,1996,2,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03108,"list(list(c(424285.611132134, 424242.024644961, 424241.415043741, 424240.918218749, 424240.384817682, 424239.851416616, 424239.013214939, 424222.288805489, 424269.4932759, 424271.322079557, 424284.352305618, 424285.611132134, 151255.87478466, 151226.821190557, 151227.766072443, 151228.528073968, 151229.259595432, 151230.021596958, 151231.118879152, 151251.415551746, 151289.640596195, 151285.736100385, 151258.550934013, 151255.87478466)))"
2017-06-26,271500,15528,NA,NA,CROSSING GATE,DR,NA,2424,2005,2,1,3,AC-CENTRAL,IMP,0.167,"ALUM,VINYL",03106,"list(list(c(441564.681529198, 441566.165829198, 441527.380029197, 441524.371629198, 441563.157529198, 441564.681529198, 190572.504659403, 190564.351259403, 190557.282759403, 190573.912859403, 190580.828859407, 190572.504659403)))"
2011-02-18,301000,4511,NA,NA,PINE VALLEY,RD,NA,1689,1964,3,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(441684.391929695, 441678.027692969, 441652.881642676, 441651.891040695, 441661.797060508, 441674.71451034, 441676.238513388, 441677.113291139, 441677.914916742, 441678.71349434, 441679.438919789, 441680.161297236, 441680.770898454, 441681.343923599, 441681.877324666, 441682.294901503, 441682.675902264, 441683.285503484, 441684.391929695, 156430.072397059, 156388.381769678, 156394.468637851, 156394.706382329, 156445.769628453, 156439.27432746, 156438.911614736, 156438.606814127, 156438.207525327, 
156437.750324413, 156437.207779328, 156436.625610164, 156435.952000812, 156435.254007424, 156434.492005897, 156433.665996243, 156432.846082604, 156431.322079555, 156430.072397059)))"
2014-11-25,144000,810,NA,NA,PEACHTREE,RD,NA,2275,1952,2,0,4,AC-CENTRAL,IMP,3.75,FACE BRICK,03102,"list(list(c(438017.921012754, 438020.877578668, 438036.727210367, 438043.067063046, 438075.223527359, 438102.259341432, 438111.952000816, 438121.275851464, 438014.667083364, 438001.945467922, 437977.687332286, 438026.181109272, 437981.954540821, 438017.921012754, 173050.788678489, 173036.554490019, 173039.785376482, 173025.916948744, 172955.53848799, 172896.315729545, 172875.193047298, 172854.745498403, 172845.507357689, 172871.838137467, 172922.162821239, 172929.020834957, 173021.405899724, 173050.788678489
)))"
2014-05-22,162000,4015,NA,NA,ARMITAGE,DR,NA,1500,1988,2,0,3,AC-CENTRAL,IMP,0,MASONITE,03103,"list(list(c(448128.401073714, 448076.645930203, 448077.011690936, 448078.413773739, 448129.772676457, 448129.711716334, 448129.589796093, 448129.467875847, 448129.376435665, 448129.254515419, 448128.340113591, 448128.309633532, 448128.309633532, 448128.309633531, 448128.309633532, 448128.309633531, 448128.340113591, 448128.370593654, 448128.401073713, 448128.401073714, 178351.271279455, 178346.882150678, 178368.644914201, 178373.917964748, 178371.449079813, 178370.748038405, 178369.833636578, 178368.919234749, 
178368.035312983, 178367.120911155, 178359.043695001, 178358.129293172, 178357.214891345, 178356.300489514, 178355.386087687, 178354.47168586, 178353.557284026, 178352.642882199, 178351.728480371, 178351.271279455)))"
2013-03-01,230000,10109,NA,NA,TRUITT,CT,NA,2032,1995,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(441121.91898075, 441121.120403152, 441106.947174806, 441070.712478338, 441070.447301806, 441080.581922075, 441085.077731067, 441103.28956749, 441125.72898837, 441129.615196143, 441129.121419155, 441128.2435934, 441127.329191571, 441126.45441382, 441125.616212144, 441124.814586542, 441124.016008944, 441123.254007419, 441122.568206048, 441121.91898075, 189417.53899599, 189416.661170236, 189428.130817175, 189457.373387659, 189469.239275394, 189467.965208843, 189467.410471735, 189465.164091241, 
189462.344685602, 189421.178315267, 189421.138691191, 189421.025914966, 189420.775978467, 189420.510801931, 189420.166377247, 189419.748800408, 189419.291599498, 189418.758198431, 189418.185173283, 189417.53899599)))"
2016-03-15,126000,10605,NA,NA,HUGUE,WY,NA,1355,2002,2,0,0,AC-CENTRAL,IMP,0.107,"ALUM,VINYL",03108,"list(list(c(429782.193301295, 429782.537535487, 429745.961652835, 429745.8456381, 429744.818650549, 429782.193301295, 171401.689173791, 171387.973336861, 171386.373133657, 171394.050870515, 171396.355353625, 171401.689173791)))"
2016-12-30,338000,914,NA,NA,BUTTERBURR,DR,NA,3553,2005,3,0,4,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(452055.385071681, 452075.08128707, 452060.033280978, 452039.038614985, 452055.385071681, 147660.77902647, 147652.759722433, 147614.431045774, 147620.460001831, 147660.77902647)))"
2013-09-26,236000,16825,NA,NA,HAMPTON CROSSING,DR,NA,2322,1998,2,1,4,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(441418.261373435, 441418.032772979, 441373.342907597, 441373.571508054, 441373.647708207, 441418.453397818, 441418.413773741, 441418.261373435, 189430.416821747, 189413.91796475, 189414.795790508, 189428.149105212, 189436.131833176, 189435.101607117, 189434.074429061, 189430.416821747)))"
2017-04-13,330000,4637,NA,NA,TWYNHAM,LN,NA,2107,1979,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03104,"list(list(c(444857.677129198, 444845.393729199, 444845.027729201, 444806.226629199, 444819.592856084, 444833.140729201, 444857.677129198, 151318.810059401, 151304.301459404, 151303.874759405, 151333.135659401, 151351.505685043, 151369.742159403, 151318.810059401)))"
2014-02-20,238500,7013,NA,NA,RED LION,RD,NA,1684,1963,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(448593.831604574, 448548.812554535, 448548.812554535, 448548.782074476, 448548.66015423, 448548.507753925, 448548.324873561, 448548.050553011, 448547.745752401, 448547.34951161, 448546.953270818, 448546.496069904, 448545.977908866, 448545.459747829, 448544.85014661, 448544.210065332, 448541.771660455, 448541.009658931, 448540.30861753, 448539.638056188, 448538.937014787, 448538.327413568, 448537.717812349, 448537.138691189, 448536.620530151, 448536.071889054, 448535.736608387, 448569.203715319, 
448584.047505008, 448594.288805489, 448593.831604574, 157040.100337112, 157037.81433254, 157038.759214433, 157039.673616261, 157040.557538026, 157041.471939854, 157042.355861623, 157043.239783388, 157044.0932251, 157044.946666804, 157045.73914839, 157046.531629981, 157047.293631502, 157048.025152962, 157048.726194359, 157049.396755704, 157051.164599239, 157051.652280221, 157052.200921315, 157052.810522533, 157053.45060381, 157054.121165155, 157054.791726496, 157055.523247958, 157056.254769421, 157057.016770945, 
157057.565412042, 157065.337827586, 157059.729496374, 157049.030994974, 157040.100337112)))"
2022-09-21,3300000,20705,NA,NA,BETHEL CHURCH,RD,NA,5676,1998,4,2,5,AC-CENTRAL,IMP,3.681,FACE BRICK,03106,"list(list(c(437031.418529201, 436937.960529199, 436906.489929199, 436899.784329201, 436906.837029202, 436910.327729201, 436922.626029202, 436919.669829199, 436911.528229201, 436908.864329202, 437002.349729198, 437016.797829199, 437031.418529201, 194195.687759403, 193785.160959405, 193782.265359404, 193779.330159401, 193809.167859406, 193798.417659402, 193802.080659405, 193810.781959403, 193818.444259401, 193817.705659403, 194211.290559405, 194203.328459404, 194195.687759403)))"
2016-07-29,147000,2461,NA,NA,EATON,RD,NA,1066,1956,1,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03101,"list(list(c(448429.742196393, 448418.732798377, 448455.918472748, 448467.577096066, 448429.742196393, 161893.568269549, 161909.131388677, 161936.088145088, 161919.647200205, 161893.568269549)))"
2021-12-22,430000,6205,NA,NA,OAK GLEN,LN,NA,2224,1987,2,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(443018.327329202, 443029.330629199, 443015.340329201, 442987.390129201, 442989.7761292, 442991.820829201, 442993.516529202, 442994.461429198, 442998.606729201, 442999.2302292, 443000.104229198, 443001.213429202, 443002.538629201, 443004.2182292, 443006.096329197, 443008.119229199, 443010.228929201, 443012.3650292, 443014.4665292, 443016.473029202, 443018.327329202, 147889.162959405, 147845.485059406, 147837.651659399, 147879.439859403, 147884.877359407, 147890.452259405, 147896.142959404, 
147898.703259401, 147897.362159405, 147895.421559404, 147893.580059401, 147891.870059407, 147890.321259403, 147889.001159407, 147887.9830594, 147887.296259404, 147886.960259403, 147886.984759404, 147887.369059404, 147888.102059404, 147889.162959405)))"
2015-10-02,76000,919,NA,NA,CRESTMERE,ST,NA,1184,2001,2,0,3,AC-CENTRAL,IMP,0.241,"ALUM,VINYL",03102,"list(c(437461.111259131, 437460.120657149, 437415.125991163, 437420.002800917, 437465.037090985, 437464.464065836, 437461.111259131, 168028.192793294, 168024.270009452, 168033.813316539, 168054.615958145, 168043.853448619, 168041.604020119, 168028.192793294))"
2018-03-21,228000,12327,NA,NA,CUMBERLAND COVE,DR,NA,1879,2004,2,1,3,AC-CENTRAL,IMP,0.157,"ALUM,VINYL",03108,"list(list(c(428794.374129199, 428795.020229199, 428835.025329202, 428830.264329199, 428791.667429201, 428794.374129199, 150120.053559402, 150123.034459405, 150109.117259405, 150094.697159401, 150107.843259401, 150120.053559402)))"
2018-03-19,179000,1842,NA,NA,ASTON MILL,PL,NA,1480,2014,2,1,3,NA,IMP,0,"ALUM,VINYL",03105,"list(list(c(434239.676229201, 434233.5051292, 434235.1192292, 434241.260229202, 434239.676229201, 158093.886659403, 158094.403259404, 158113.331359405, 158112.809859404, 158093.886659403)))"
2011-10-27,282000,5419,NA,NA,POPLAR KNOLL,DR,NA,2130,2007,3,0,4,AC-CENTRAL,IMP,0.236,FACE BRICK,03108,"list(list(c(453892.150121214, 453877.291091494, 453855.537471986, 453861.517659948, 453875.730512372, 453877.102115116, 453877.824492561, 453878.586494086, 453879.311919535, 453880.073921059, 453880.835922583, 453881.597924108, 453882.359925631, 453883.121927155, 453883.920504754, 453884.722130356, 453885.520707954, 453886.322333557, 453887.160535232, 453887.959112831, 453888.797314508, 453889.635516184, 453890.47371786, 453891.311919537, 453892.150121214, 149597.101099116, 149560.506737925, 149567.736608384, 
149589.862084637, 149606.882150678, 149605.644660202, 149605.092971098, 149604.541281995, 149604.007880928, 149603.483623879, 149602.968510852, 149602.462541839, 149601.977908869, 149601.502419918, 149601.036074984, 149600.588018089, 149600.149105211, 149599.719336354, 149599.310903537, 149598.911614735, 149598.521469956, 149598.140469193, 149597.777756467, 149597.433331781, 149597.101099116)))"
2022-04-04,532000,10710,NA,NA,CHARMONT,PL,NA,2901,2017,2,1,4,AC-CENTRAL,IMP,0.178,HARDIPLANK,03106,"list(list(c(436338.517629199, 436375.102029199, 436374.737429199, 436338.167429198, 436338.517629199, 185421.419059405, 185421.545759406, 185401.450659405, 185402.108659407, 185421.419059405)))"
2019-03-28,271000,7316,NA,NA,DULNIAN,WY,NA,1831,2016,2,1,3,AC-CENTRAL,IMP,0.07,"ALUM,VINYL",03108,"list(list(c(429230.861329198, 429229.241129201, 429201.0781292, 429201.4347292, 429202.436329201, 429202.698129201, 429230.861329198, 158779.817959403, 158770.097859401, 158774.791759406, 158776.929759403, 158782.942159405, 158784.512059402, 158779.817959403)))"
2018-05-25,510000,21215,NA,NA,PUMILA,CT,NA,3046,1997,2,1,4,AC-CENTRAL,IMP,0.641,FACE BRICK,03106,"list(list(c(438601.979829201, 438587.044629198, 438585.454629202, 438583.743229201, 438581.949629201, 438580.115229199, 438578.282129202, 438576.492429199, 438571.9570292, 438539.267129201, 438550.011329197, 438601.979829201, 195920.155159407, 195866.546759403, 195867.470959405, 195868.144159404, 195868.5508594, 195868.681759406, 195868.533859402, 195868.110459402, 195882.664659403, 195910.285659404, 195943.262059403, 195920.155159407)))"
2013-09-13,157500,10222,NA,NA,DANESWAY,LN,NA,1509,1994,2,0,3,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(440242.264421442, 440232.145041202, 440193.37440366, 440193.801124516, 440194.288805488, 440194.837446585, 440195.416567745, 440195.934728783, 440196.483369879, 440197.032010975, 440197.611132135, 440198.19025329, 440198.769374451, 440199.318015547, 440199.897136708, 440200.506737927, 440201.116339145, 440201.695460301, 440202.30506152, 440202.945142803, 440203.554744023, 440204.164345241, 440204.80442652, 440205.474987862, 440206.084589081, 440206.72467036, 440207.364751642, 440208.065793043, 
440208.705874322, 440209.376435664, 440210.046997006, 440210.717558348, 440211.41859975, 440212.089161091, 440213.186443284, 440214.070365054, 440214.984766882, 440215.899168711, 440216.81357054, 440217.697492306, 440218.489973893, 440220.440697791, 440242.264421442, 192664.890786693, 192648.431553774, 192672.419361751, 192673.028962971, 192673.760484437, 192674.492005895, 192675.254007421, 192675.985528884, 192676.686570285, 192677.418091751, 192678.149613209, 192678.881134673, 192679.582176076, 
192680.283217478, 192680.984258879, 192681.685300288, 192682.386341687, 192683.056903027, 192683.757944426, 192684.398025709, 192685.099067108, 192685.769628452, 192686.409709733, 192687.080271071, 192687.720352354, 192688.360433633, 192689.000514917, 192689.640596191, 192690.28067747, 192690.920758753, 192691.530359974, 192692.139961193, 192692.749562411, 192693.359163632, 192693.755404422, 192693.938284789, 192693.999244909, 192693.938284787, 192693.75540442, 192693.511563934, 192693.115323143, 
192691.896120706, 192664.890786693)))"
2013-11-18,122000,9550,NA,NA,BLOSSOM HILL,DR,NA,1940,2002,2,2,3,AC-CENTRAL,IMP,0.035,"ALUM,VINYL",03106,"list(list(c(440186.63831019, 440177.838716589, 440176.92431476, 440176.009912931, 440175.095511103, 440174.181109273, 440173.266707445, 440172.047505006, 440180.810522532, 440186.63831019, 185908.122689157, 185885.948444806, 185886.024644962, 185886.079509075, 185886.100845115, 185886.042932998, 185885.948444809, 185887.966224848, 185910.445269805, 185908.122689157)))"
2014-03-21,95000,8467,NA,NA,RAMATH,DR,NA,1430,1980,2,1,3,AC-CENTRAL,IMP,0,Other,03104,"list(list(c(449525.768612448, 449524.662186237, 449521.425203761, 449537.616212146, 449540.588018088, 449525.768612448, 157128.800362515, 157128.096273107, 157134.829318572, 157141.964700843, 157134.981718876, 157128.800362515)))"
2013-08-08,192000,7000,NA,NA,SCUPPERNONG,CT,NA,2671,1994,3,0,4,AC-CENTRAL,IMP,0,MASONITE,03107,"list(list(c(460076.28931349, 460047.257055426, 460046.418853749, 460045.541027995, 460044.666250244, 460043.751848415, 460042.837446586, 460041.923044757, 460041.008642929, 460040.0942411, 460039.216415346, 460038.341637594, 460037.082811078, 460017.462795837, 460028.54839401, 460042.456445824, 460073.582684078, 460074.841510594, 460076.28931349, 167741.604020122, 167678.738894392, 167679.101607116, 167679.388119688, 167679.616720144, 167679.769120451, 167679.845320603, 167679.863608641, 167679.827032564, 
167679.692920298, 167679.522231958, 167679.254007424, 167678.77851847, 167721.944380801, 167728.936506785, 167737.717812348, 167750.159773231, 167746.233941381, 167741.604020122)))"
2017-06-26,310000,6536,NA,NA,OUTER BRIDGE,LN,NA,2295,1994,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03104,"list(list(c(447622.584429201, 447641.4516292, 447655.3503292, 447645.200629198, 447635.782129199, 447622.584429201, 153981.883459403, 153987.796559403, 153943.173759404, 153941.466659406, 153939.912159408, 153981.883459403)))"
2020-10-01,217000,2908,NA,NA,DUBBERLY,CT,NA,1176,1997,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03107,"list(list(c(452616.193729199, 452615.736529202, 452585.774629202, 452586.363929198, 452586.612829198, 452586.514329199, 452586.071029199, 452585.296029201, 452584.211329201, 452582.848529199, 452581.7013292, 452580.737629201, 452579.9848292, 452579.464229199, 452579.190929201, 452579.069029199, 452616.833829199, 452616.193729199, 157087.435759401, 157074.055059402, 157083.016159406, 157084.977159406, 157087.009559407, 157089.054759404, 157091.053859403, 157092.949159404, 157094.685859404, 157096.214059402, 
157097.207359402, 157098.379459404, 157099.696959402, 157101.122259401, 157102.614859404, 157104.6570594, 157107.278359401, 157087.435759401)))"
2018-06-08,245000,14100,NA,NA,ARBOR RIDGE,DR,NA,2495,1998,2,1,4,AC-CENTRAL,IMP,0,"ALUM,VINYL",03108,"list(list(c(429300.8368292, 429279.653229199, 429264.224229198, 429261.593829202, 429263.412329199, 429265.1964292, 429266.907029199, 429268.506429199, 429269.9596292, 429271.234629199, 429300.8368292, 153486.155659407, 153449.094959405, 153458.391359403, 153504.824659405, 153504.921959407, 153505.286959405, 153505.911759405, 153506.782459405, 153507.879959407, 153509.180259405, 153486.155659407)))"
2015-04-30,154000,3201,NA,NA,ONTARIO,PL,NA,1542,1992,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03103,"list(c(446653.470923853, 446647.344431597, 446617.565412043, 446617.717812348, 446618.083573076, 446618.388373685, 446618.662694235, 446618.81509454, 446618.967494845, 446618.997974904, 446618.967494846, 446618.876054664, 446618.723654358, 446618.479813871, 446667.125991163, 446661.151899216, 446653.470923853, 175134.344685599, 175120.53721799, 175139.06909505, 175139.373895659, 175140.196857307, 175141.050299012, 175141.93422078, 175142.818142546, 175143.732544377, 175144.646946205, 175145.561348033, 
175146.475749863, 175147.359671633, 175148.517913946, 175165.129547171, 175151.687840286, 175134.344685599))"
2016-04-04,408000,12505,NA,NA,HASHANLI,PL,NA,4428,2014,4,1,5,AC-CENTRAL,IMP,0.563,FACE BRICK,03107,"list(list(c(455721.692158292, 455768.155201219, 455775.158376227, 455732.069095047, 455730.069222047, 455723.803855018, 455721.692158292, 155952.530804471, 155961.07760407, 155923.033725481, 155895.78074097, 155906.695650803, 155940.88818319, 155952.530804471)))"
2011-12-21,149000,5430,NA,NA,MALLARD,DR,SOUTH,2559,1971,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03103,"list(list(c(454041.197619308, 453985.75438842, 453980.176537265, 453973.775724464, 453980.847098607, 454006.297949508, 454018.489973893, 454025.317507545, 454029.919996752, 454041.197619308, 162543.945904806, 162519.988576894, 162534.222765354, 162549.828556569, 162552.754642422, 162563.514103941, 162568.390913696, 162570.768358448, 162571.926600765, 162543.945904806)))"
2014-07-18,486000,7435,NA,NA,EDENBRIDGE,LN,NA,3367,2013,3,1,4,AC-CENTRAL,IMP,0.252,HARDIPLANK,03104,"list(list(c(445776.224868483, 445760.969018851, 445760.519041711, 445741.136222305, 445741.392254818, 445741.705803203, 445741.998411791, 445742.269318571, 445742.51809683, 445742.74441128, 445742.947865689, 445743.128277166, 445743.285066602, 445743.418203508, 445743.527565966, 445743.612727258, 445743.673474021, 445743.710050091, 445743.722242117, 445743.710050091, 445743.673474021, 445743.612727258, 445743.527565966, 445743.418203508, 445743.285066602, 445743.128277166, 445742.94920681, 445742.943476557, 
445742.87891979, 445742.781749355, 445742.708597211, 445742.659646231, 445742.635079304, 445742.635079304, 445742.659646231, 445742.708597211, 445742.781749356, 445742.87891979, 445742.999498908, 445743.143334316, 445743.309633533, 445743.497665028, 445743.706819204, 445743.936181662, 445744.184777042, 445744.451690935, 445744.735917504, 445745.036146105, 445745.351218496, 445745.679824032, 445745.997395786, 445750.925442522, 445776.224868483, 151734.838828349, 151722.404304601, 151723.302521521, 
151761.989338892, 151762.38365944, 151762.906788725, 151763.441896679, 151763.988251769, 151764.545092003, 151765.111442016, 151765.686387403, 151766.268922333, 151766.858345748, 151767.453468942, 151768.053529898, 151768.65743135, 151769.264167439, 151769.87300666, 151770.482790754, 151771.092391974, 151771.701231196, 151772.30796729, 151772.912051615, 151773.511929698, 151774.107052885, 151774.696476306, 151775.275597462, 151775.291965255, 151775.498863907, 151775.873189539, 151776.253062535, 151776.63671507, 
151777.022866956, 151777.409567492, 151777.795719386, 151778.179402392, 151778.559244912, 151778.93357054, 151779.301068633, 151779.660337109, 151780.009516693, 151780.347479607, 151780.673037138, 151780.984512884, 151781.280748593, 151781.560768915, 151781.82329368, 151782.067134166, 151782.291528374, 151782.495379023, 151782.666433126, 151785.13550094, 151734.838828349)))"
2018-10-02,232000,7541,NA,NA,HOUNSLOW,LN,NA,3079,1987,2,0,4,AC-CENTRAL,IMP,0,"ALUM,VINYL",03103,"list(list(c(450973.0746292, 450957.5648292, 450945.907429198, 450934.395429201, 450950.671729201, 450973.0746292, 170533.316359406, 170489.576559405, 170493.631859407, 170498.083459407, 170541.273759405, 170533.316359406)))"
2013-05-30,174000,8712,NA,NA,RITTENHOUSE,CR,NA,1864,1986,2,1,4,AC-CENTRAL,IMP,0,MASONITE,03104,"list(list(c(450114.756166426, 450095.55372802, 450065.500387911, 450067.969272852, 450072.937522787, 450077.570492054, 450080.008896931, 450117.316491543, 450114.756166426, 154843.249943414, 154827.400311714, 154868.395993702, 154870.102877118, 154874.126245165, 154878.180093275, 154880.496577909, 154845.35306762, 154843.249943414)))"
2015-11-12,239000,1205,NA,NA,PEGRAM,ST,NA,1459,2009,2,0,0,AC-CENTRAL,IMP,0.316,HARDIPLANK,03101,"list(c(444109.690380292, 444094.779343969, 444062.62059365, 444060.50013391, 444051.811221034, 444066.39897821, 444074.817761543, 444109.690380292, 165413.710700334, 165398.153105717, 165430.126118166, 165432.234385879, 165440.874721161, 165456.07512756, 165447.782264975, 165413.710700334))"
2013-09-10,245000,14822,NA,NA,ROCKY TOP,DR,NA,2594,2008,2,1,3,AC-CENTRAL,IMP,0.108,"ALUM,VINYL",03106,"list(list(c(449294.080525074, 449281.851924615, 449277.240291393, 449277.584716081, 449278.422917758, 449279.261119433, 449280.09932111, 449280.897898708, 449281.69952431, 449282.498101909, 449283.260103433, 449284.022104957, 449284.784106481, 449285.509531931, 449286.231909376, 449286.957334827, 449287.566936045, 449289.31953955, 449294.080525074, 185626.904502722, 185625.191523297, 185658.433077779, 185658.567190048, 185658.908566729, 185659.289567489, 185659.68885629, 185660.091193094, 185660.527057968, 
185660.984258881, 185661.481083875, 185661.974860863, 185662.489973894, 185663.041662994, 185663.596400103, 185664.184665283, 185664.699778313, 185661.651772217, 185626.904502722)))"
2018-02-20,236500,4916,NA,NA,CHESTNUT KNOLL,LN,NA,1918,1995,2,0,3,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(444177.392629202, 444174.736229201, 444172.725029199, 444171.3804292, 444136.281829198, 444137.1959292, 444177.392629202, 178244.834859405, 178238.733559405, 178232.390359402, 178225.873159403, 178232.366359402, 178262.480659404, 178244.834859405)))"
2016-02-11,130000,1912,NA,NA,WATERS TRAIL,DR,NA,1765,2002,2,1,3,AC-CENTRAL,IMP,0.247,"ALUM,VINYL",03106,"list(list(c(437895.604337617, 437893.782830456, 437892.151383828, 437890.756992424, 437889.639822433, 437888.83205453, 437888.356956902, 437888.228214989, 437888.449537271, 437889.014548441, 437889.380773363, 437889.529887277, 437889.457984657, 437889.166948745, 437857.467875847, 437877.392691694, 437895.604337617, 176363.462287839, 176362.493533341, 176361.230697043, 176359.710155618, 176357.975709071, 176356.077319065, 176354.069669727, 176352.010592471, 176349.959400123, 176347.975178363, 176346.658963624, 
176345.300910981, 176343.936589927, 176342.601734117, 176364.946476302, 176396.228353369, 176363.462287839)))"
2022-02-07,1425000,11304,NA,NA,JAMES JACK,LN,NA,4257,2000,3,1,4,AC-CENTRAL,IMP,0.47,FACE BRICK,03108,"list(list(c(439773.673029201, 439746.277529201, 439744.457929202, 439742.0174292, 439738.986629201, 439735.403229201, 439731.312229199, 439726.764629203, 439721.817329202, 439750.849529198, 439769.137629202, 439773.673029201, 145302.164759405, 145234.870859405, 145240.534459403, 145245.959559403, 145251.078159403, 145255.8265594, 145260.145159406, 145263.980059404, 145267.283359405, 145315.813759405, 145304.481259407, 145302.164759405)))"
2013-03-15,425000,1119,NA,NA,KINGSCROSS,DR,NA,3108,1969,2,0,4,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(445768.223273359, 445713.740164393, 445712.749562412, 445712.408185727, 445712.17958527, 445712.103385118, 445711.835160583, 445763.422663758, 445768.223273359, 158812.024970084, 158798.860814633, 158807.090431092, 158816.996450905, 158821.595892105, 158823.302775515, 158826.045981004, 158842.810014532, 158812.024970084)))"
2019-01-29,460000,400,NA,NA,MATTRIDGE,RD,NA,3699,1988,3,1,4,AC-CENTRAL,IMP,0.954,Other,03108,"list(list(c(451225.184329199, 451239.052729199, 451227.927529199, 451222.766429199, 451217.129929199, 451211.089929202, 451204.723029201, 451197.635629201, 451190.4865292, 451183.311829198, 451176.148029202, 451153.3641292, 451162.584429199, 451205.942229201, 451225.184329199, 151750.441159404, 151723.371759406, 151717.065459405, 151721.578059402, 151725.480659404, 151728.723859404, 151731.266159407, 151732.386459401, 151732.999759404, 151733.103059405, 151732.695659401, 151729.0685594, 151786.218659406, 
151788.084059402, 151750.441159404)))"
2017-10-03,160000,9101,A,NA,NOLLEY,CT,NA,1417,1983,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03104,"list(list(c(451081.318529198, 451081.927929199, 451075.182929201, 451074.8781292, 451081.318529198, 154959.009959407, 154948.342159405, 154948.220259405, 154958.247959404, 154959.009959407)))"
2021-09-30,340500,8028,NA,NA,NATHANAEL GREENE,LN,NA,1879,1975,2,1,4,AC-CENTRAL,IMP,0,WOOD ON SHTG,03103,"list(list(c(454513.364129198, 454454.5195292, 454454.729829198, 454507.237729202, 454510.590529199, 454511.7108292, 454512.388829203, 454513.364129198, 163105.358059406, 163105.624159402, 163115.189959406, 163144.220159402, 163133.613059403, 163127.212659405, 163120.750459405, 163105.358059406)))"
2013-03-21,422500,3525,NA,NA,WINSLOW GREEN,DR,NA,2614,2005,2,1,4,AC-CENTRAL,IMP,0.068,Other,03104,"list(list(c(441618.173997259, 441615.010166934, 441588.455937823, 441591.580144072, 441618.173997259, 156365.226067367, 156355.865640642, 156364.790202493, 156374.153677218, 156365.226067367)))"
2014-08-15,211500,19132,NA,NA,COACHMAN'S TRACE,NA,NA,2323,2001,2,1,3,AC-CENTRAL,IMP,0.137,MASONITE,03106,"list(list(c(440945.098051107, 440914.806966527, 440912.789186489, 440943.040646993, 440944.107449126, 440945.098051107, 192102.622054159, 192099.211335338, 192117.386595685, 192120.797314507, 192111.272295458, 192102.622054159)))"
2017-08-30,299500,1416,NA,NA,STONEYRIDGE,DR,NA,1952,1998,2,0,3,AC-CENTRAL,IMP,0.62,FACE BRICK,03102,"list(list(c(430463.919529201, 430426.4656292, 430399.454129198, 430423.0366292, 430431.503431287, 430439.763829201, 430463.919529201, 173107.335259405, 173094.740959403, 173148.501459403, 173156.121459407, 173159.380520575, 173163.132059402, 173107.335259405)))"
2015-03-09,196000,9132,NA,NA,TWIN TRAIL,DR,NA,1733,1990,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03106,"list(c(438811.377959664, 438786.079509067, 438768.934474777, 438794.501149914, 438796.595130099, 438811.377959664, 183988.829826571, 183953.360179633, 183965.857004628, 184001.326651567, 183999.784360483, 183988.829826571))"
2022-08-04,705000,1500,NA,NA,RICHLAND,DR,NA,2640,1941,2,0,4,AC-CENTRAL,IMP,0,FACE BRICK,03101,"list(list(c(447199.460229201, 447152.216129199, 447162.183029202, 447209.3967292, 447199.460229201, 161385.551159403, 161410.300959401, 161429.350959403, 161404.448759405, 161385.551159403)))"
2013-04-05,555000,10604,NA,NA,DEVONSHIRE,DR,NA,4689,2002,2,1,4,AC-CENTRAL,IMP,0.309,FACE BRICK,03106,"list(list(c(439207.615887021, 439191.805879405, 439164.943801677, 439180.756857307, 439207.615887021, 188400.615013263, 188360.515445063, 188371.088978211, 188411.225122486, 188400.615013263)))"
