survey_date,state_fips,county_fips,census_region,census_division,county_name,buildings_1unit,units_1unit,value_1unit,buildings_2unit,units_2unit,value_2unit,buildings_3or4unit,units_3or4unit,value_3or4unit,buildings_5plusunit,units_5plusunit,X30,total_buildings
202005,26,103,2,3,Marquette County,6,6,1476500,2,4,500000,0,0,0,0,0,0,8
202005,26,137,2,3,Otsego County,2,2,162000,0,0,0,0,0,0,0,0,0,2
202005,26,147,2,3,St. Clair County,17,17,3360712,0,0,0,0,0,0,0,0,0,17
202005,26,163,2,3,Wayne County,29,29,6888229,0,0,0,0,0,0,4,36,4094773,33
202005,27,003,2,4,Anoka County,72,72,21740168,0,0,0,2,8,1636520,2,10,2046402,76
202005,27,019,2,4,Carver County,38,38,11524662,1,2,366820,0,0,0,0,0,0,39
202005,27,025,2,4,Chisago County,13,13,2163853,0,0,0,0,0,0,0,0,0,13
202005,27,027,2,4,Clay County,32,32,7748600,0,0,0,0,0,0,1,33,5400000,33
202005,27,037,2,4,Dakota County,70,70,20579347,0,0,0,0,0,0,0,0,0,70
202005,27,053,2,4,Hennepin County,128,128,50348272,1,2,370456,0,0,0,7,809,164813057,136
202005,27,059,2,4,Isanti County,19,19,3731005,0,0,0,0,0,0,0,0,0,19
202005,27,123,2,4,Ramsey County,12,12,4495395,0,0,0,0,0,0,2,200,29590758,14
202005,27,139,2,4,Scott County,49,49,16852137,0,0,0,0,0,0,0,0,0,49
202005,27,141,2,4,Sherburne County,41,41,9345419,0,0,0,1,4,666556,0,0,0,42
202005,27,163,2,4,Washington County,97,97,27780424,0,0,0,0,0,0,1,13,0,98
202005,27,171,2,4,Wright County,61,61,16324958,0,0,0,0,0,0,3,18,1880816,64
202005,28,033,3,6,DeSoto County,126,126,23162674,0,0,0,0,0,0,0,0,0,126
202005,28,041,3,6,Greene County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,28,045,3,6,Hancock County,42,42,7592726,0,0,0,1,4,401445,1,9,0,44
202005,28,047,3,6,Harrison County,116,116,21052195,1,2,245000,0,0,0,11,264,21648000,128
202005,28,067,3,6,Jones County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,28,129,3,6,Smith County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,28,137,3,6,Tate County,17,17,3914051,0,0,0,0,0,0,0,0,0,17
202005,28,143,3,6,Tunica County,6,6,1338591,0,0,0,0,0,0,0,0,0,6
202005,28,145,3,6,Union County,1,1,60000,0,0,0,0,0,0,0,0,0,1
202005,28,149,3,6,Warren County,2,2,445465,0,0,0,0,0,0,0,0,0,2
202005,29,013,2,4,Bates County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,29,017,2,4,Bollinger County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,29,019,2,4,Boone County,48,48,11500890,0,0,0,0,0,0,0,0,0,48
202005,29,049,2,4,Clinton County,4,4,933528,0,0,0,0,0,0,0,0,0,4
202005,29,065,2,4,Dent County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,29,071,2,4,Franklin County,61,61,8338867,1,2,246862,0,0,0,2,22,1270000,64
202005,29,095,2,4,Jackson County,133,133,32782050,6,12,1748345,1,4,275350,2,278,42294948,142
202005,29,099,2,4,Jefferson County,63,63,14787359,0,0,0,0,0,0,0,0,0,63
202005,29,105,2,4,Laclede County,4,4,551750,0,0,0,0,0,0,0,0,0,4
202005,29,107,2,4,Lafayette County,6,6,1261981,0,0,0,0,0,0,0,0,0,6
202005,29,113,2,4,Lincoln County,9,9,1056000,0,0,0,0,0,0,0,0,0,9
202005,29,165,2,4,Platte County,16,16,4126927,0,0,0,0,0,0,0,0,0,16
202005,29,185,2,4,St. Clair County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,29,189,2,4,St. Louis County,69,69,30487363,0,0,0,0,0,0,1,15,0,70
202005,29,219,2,4,Warren County,26,26,6527460,0,0,0,0,0,0,0,0,0,26
202005,29,221,2,4,Washington County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,29,510,2,4,St. Louis (Independent City),7,7,1370000,0,0,0,0,0,0,1,61,6669955,8
202005,30,013,4,8,Cascade County,10,10,2626913,0,0,0,0,0,0,1,12,925000,11
202005,30,033,4,8,Garfield County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,30,063,4,8,Missoula County,24,24,5313679,0,0,0,0,0,0,0,0,0,24
202005,30,093,4,8,Silver Bow County,4,4,412788,10,20,1750000,0,0,0,0,0,0,14
202005,31,001,2,4,Adams County,9,9,2359493,0,0,0,0,0,0,0,0,0,9
202005,31,025,2,4,Cass County,14,14,3393503,1,2,154656,0,0,0,0,0,0,15
202005,31,033,2,4,Cheyenne County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,31,055,2,4,Douglas County,153,153,23070785,0,0,0,0,0,0,0,0,0,153
202005,31,105,2,4,Kimball County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,31,153,2,4,Sarpy County,80,80,22689460,0,0,0,0,0,0,0,0,0,80
202005,31,165,2,4,Sioux County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,31,177,2,4,Washington County,5,5,1754831,0,0,0,0,0,0,0,0,0,5
202005,32,001,4,8,Churchill County,3,3,695160,0,0,0,0,0,0,0,0,0,3
202005,32,003,4,8,Clark County,379,379,104889320,6,12,2135590,4,12,2033096,14,342,35195560,403
202005,32,005,4,8,Douglas County,14,14,7224499,0,0,0,0,0,0,0,0,0,14
202005,32,007,4,8,Elko County,12,12,2123535,0,0,0,0,0,0,0,0,0,12
202005,32,013,4,8,Humboldt County,2,2,130256,0,0,0,0,0,0,0,0,0,2
202005,32,015,4,8,Lander County,1,1,171873,0,0,0,0,0,0,0,0,0,1
202005,32,017,4,8,Lincoln County,2,2,250000,0,0,0,0,0,0,0,0,0,2
202005,32,019,4,8,Lyon County,24,24,6359440,0,0,0,0,0,0,0,0,0,24
202005,32,021,4,8,Mineral County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,32,027,4,8,Pershing County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,32,029,4,8,Storey County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,32,031,4,8,Washoe County,150,150,41055980,2,4,413804,1,4,539328,7,143,0,160
202005,32,033,4,8,White Pine County,1,1,301877,0,0,0,0,0,0,0,0,0,1
202005,32,510,4,8,Carson City (Independent City),12,12,3194390,0,0,0,0,0,0,1,5,0,13
202005,33,015,1,1,Rockingham County,45,45,12027947,0,0,0,0,0,0,1,5,0,46
202005,33,017,1,1,Strafford County,20,20,4732949,0,0,0,0,0,0,3,22,0,23
202005,34,001,1,2,Atlantic County,18,18,4488028,0,0,0,0,0,0,1,8,0,19
202005,34,003,1,2,Bergen County,77,77,20418165,3,6,849095,0,0,0,17,154,1943350,97
202005,34,005,1,2,Burlington County,50,50,6034327,0,0,0,3,10,4000,11,58,1578380,64
202005,34,007,1,2,Camden County,15,15,2332219,0,0,0,0,0,0,8,105,5153950,23
202005,34,009,1,2,Cape May County,34,34,7526546,6,12,2001801,0,0,0,0,0,0,40
202005,34,011,1,2,Cumberland County,4,4,407340,0,0,0,0,0,0,0,0,0,4
202005,34,013,1,2,Essex County,34,34,4003105,4,8,1760600,1,3,698350,12,113,620004,51
202005,34,015,1,2,Gloucester County,44,44,5524003,0,0,0,0,0,0,2,12,0,46
202005,34,017,1,2,Hudson County,2,2,414020,5,10,1267956,4,12,1489808,4,273,44717600,15
202005,34,019,1,2,Hunterdon County,12,12,3576056,0,0,0,0,0,0,3,17,0,15
202005,34,021,1,2,Mercer County,13,13,2639501,0,0,0,0,0,0,2,12,0,15
202005,34,023,1,2,Middlesex County,60,60,10182090,1,2,25952,0,0,0,4,94,5676000,65
202005,34,025,1,2,Monmouth County,79,79,18344365,1,2,144000,0,0,0,1,5,0,81
202005,34,027,1,2,Morris County,48,48,9268173,0,0,0,0,0,0,4,30,0,52
202005,34,029,1,2,Ocean County,151,151,31212214,3,6,187200,0,0,0,0,0,0,154
202005,34,031,1,2,Passaic County,6,6,1816045,0,0,0,0,0,0,3,28,2135000,9
202005,34,033,1,2,Salem County,4,4,1073573,0,0,0,0,0,0,0,0,0,4
202005,34,035,1,2,Somerset County,24,24,3698988,0,0,0,2,6,908589,3,41,0,29
202005,34,037,1,2,Sussex County,7,7,1017696,0,0,0,0,0,0,0,0,0,7
202005,34,039,1,2,Union County,17,17,3941773,5,10,930200,0,0,0,6,69,0,28
202005,34,041,1,2,Warren County,11,11,1476459,0,0,0,0,0,0,1,5,0,12
202005,35,000,4,8,New Mexico Balance of State,32,32,8674822,0,0,0,0,0,0,0,0,0,32
202005,35,001,4,8,Bernalillo County,52,52,14738554,0,0,0,0,0,0,0,0,0,52
202005,35,005,4,8,Chaves County,3,3,427115,0,0,0,0,0,0,0,0,0,3
202005,35,009,4,8,Curry County,5,5,1261782,0,0,0,0,0,0,0,0,0,5
202005,35,013,4,8,Dona Ana County,69,69,17922014,0,0,0,0,0,0,0,0,0,69
202005,35,015,4,8,Eddy County,21,21,6125719,0,0,0,0,0,0,1,5,0,22
202005,35,017,4,8,Grant County,1,1,162080,0,0,0,0,0,0,0,0,0,1
202005,35,025,4,8,Lea County,14,14,3067899,0,0,0,0,0,0,0,0,0,14
202005,35,027,4,8,Lincoln County,1,1,638413,0,0,0,0,0,0,0,0,0,1
202005,35,028,4,8,Los Alamos County,11,11,2752921,0,0,0,0,0,0,0,0,0,11
202005,35,029,4,8,Luna County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,35,031,4,8,McKinley County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,35,035,4,8,Otero County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,35,041,4,8,Roosevelt County,2,2,305713,0,0,0,0,0,0,0,0,0,2
202005,35,043,4,8,Sandoval County,47,47,10430903,0,0,0,0,0,0,1,5,0,48
202005,35,045,4,8,San Juan County,3,3,653258,0,0,0,0,0,0,0,0,0,3
202005,35,047,4,8,San Miguel County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,35,049,4,8,Santa Fe County,28,28,6975064,0,0,0,0,0,0,0,0,0,28
202005,35,051,4,8,Sierra County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,35,055,4,8,Taos County,6,6,1686812,0,0,0,0,0,0,0,0,0,6
202005,35,061,4,8,Valencia County,5,5,811311,0,0,0,0,0,0,0,0,0,5
202005,36,001,1,2,Albany County,26,26,6864459,1,2,330000,11,44,5500000,0,0,0,38
202005,36,005,1,2,Bronx County,0,0,0,0,0,0,0,0,0,2,40,4512688,2
202005,36,029,1,2,Erie County,52,52,19932169,0,0,0,0,0,0,2,20,0,54
202005,36,047,1,2,Kings County,2,2,528326,2,4,598088,3,10,1292696,13,522,0,20
202005,36,051,1,2,Livingston County,2,2,340000,0,0,0,0,0,0,1,5,0,3
202005,36,055,1,2,Monroe County,48,48,12549015,0,0,0,2,6,780000,2,22,650000,52
202005,36,059,1,2,Nassau County,35,35,8176061,0,0,0,0,0,0,3,40,1100000,38
202005,36,061,1,2,New York County,0,0,0,0,0,0,0,0,0,1,178,20081462,1
202005,36,063,1,2,Niagara County,14,14,3708250,1,2,650000,0,0,0,0,0,0,15
202005,36,069,1,2,Ontario County,25,25,6256782,0,0,0,0,0,0,0,0,0,25
202005,36,073,1,2,Orleans County,4,4,652000,0,0,0,0,0,0,0,0,0,4
202005,36,079,1,2,Putnam County,2,2,1031200,0,0,0,0,0,0,0,0,0,2
202005,36,081,1,2,Queens County,1,1,265327,0,0,0,0,0,0,5,487,54941978,6
202005,36,083,1,2,Rensselaer County,8,8,2316392,0,0,0,0,0,0,1,5,0,9
202005,36,085,1,2,Richmond County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,36,087,1,2,Rockland County,5,5,1596748,2,4,559258,1,3,327455,1,5,0,9
202005,36,091,1,2,Saratoga County,54,54,16540693,0,0,0,0,0,0,2,29,12900000,56
202005,36,093,1,2,Schenectady County,7,7,1618246,0,0,0,0,0,0,1,5,0,8
202005,36,095,1,2,Schoharie County,5,5,1003165,0,0,0,0,0,0,0,0,0,5
202005,36,099,1,2,Seneca County,6,6,832000,0,0,0,0,0,0,0,0,0,6
202005,36,103,1,2,Suffolk County,25,25,22027474,0,0,0,0,0,0,0,0,0,25
202005,36,117,1,2,Wayne County,8,8,2176571,0,0,0,0,0,0,0,0,0,8
202005,36,119,1,2,Westchester County,7,7,3296154,0,0,0,0,0,0,2,101,0,9
202005,37,007,3,5,Anson County,3,3,449595,0,0,0,0,0,0,0,0,0,3
202005,37,011,3,5,Avery County,7,7,2250853,0,0,0,0,0,0,0,0,0,7
202005,37,015,3,5,Bertie County,6,6,871200,0,0,0,0,0,0,0,0,0,6
202005,37,025,3,5,Cabarrus County,155,155,22969868,0,0,0,0,0,0,0,0,0,155
202005,37,033,3,5,Caswell County,6,6,896300,0,0,0,0,0,0,0,0,0,6
202005,37,037,3,5,Chatham County,63,63,19320805,0,0,0,0,0,0,0,0,0,63
202005,37,051,3,5,Cumberland County,40,40,5457430,0,0,0,0,0,0,0,0,0,40
202005,37,053,3,5,Currituck County,27,27,5820500,0,0,0,0,0,0,0,0,0,27
202005,37,059,3,5,Davie County,12,12,2723683,0,0,0,0,0,0,1,7,0,13
202005,37,063,3,5,Durham County,160,160,30796288,0,0,0,1,3,749968,2,149,0,163
202005,37,069,3,5,Franklin County,91,91,21214739,0,0,0,0,0,0,0,0,0,91
202005,37,071,3,5,Gaston County,100,100,32778287,1,2,185450,0,0,0,0,0,0,101
202005,37,077,3,5,Granville County,23,23,4378006,0,0,0,0,0,0,0,0,0,23
202005,37,081,3,5,Guilford County,126,126,21688575,0,0,0,0,0,0,9,220,14637198,135
202005,37,089,3,5,Henderson County,36,36,11692359,0,0,0,0,0,0,0,0,0,36
202005,37,093,3,5,Hoke County,25,25,5828225,0,0,0,0,0,0,0,0,0,25
202005,37,097,3,5,Iredell County,74,74,19793243,0,0,0,0,0,0,0,0,0,74
202005,37,101,3,5,Johnston County,274,274,44971687,0,0,0,0,0,0,0,0,0,274
202005,37,119,3,5,Mecklenburg County,534,534,124490886,0,0,0,0,0,0,3,404,25634274,537
202005,37,133,3,5,Onslow County,100,100,15251975,0,0,0,0,0,0,0,0,0,100
202005,37,135,3,5,Orange County,32,32,8350700,0,0,0,0,0,0,0,0,0,32
202005,37,145,3,5,Person County,9,9,2072910,0,0,0,0,0,0,0,0,0,9
202005,37,151,3,5,Randolph County,20,20,4788271,0,0,0,0,0,0,0,0,0,20
202005,37,157,3,5,Rockingham County,18,18,4968528,1,2,194699,0,0,0,0,0,0,19
202005,37,179,3,5,Union County,134,134,27125001,0,0,0,0,0,0,0,0,0,134
202005,37,181,3,5,Vance County,7,7,1707877,0,0,0,0,0,0,0,0,0,7
202005,37,183,3,5,Wake County,592,592,158393447,0,0,0,0,0,0,1,41,0,593
202005,37,195,3,5,Wilson County,9,9,1619303,4,8,378720,0,0,0,6,144,9694000,19
202005,39,007,2,3,Ashtabula County,11,11,2296563,0,0,0,0,0,0,0,0,0,11
202005,39,015,2,3,Brown County,13,13,3619712,0,0,0,0,0,0,0,0,0,13
202005,39,017,2,3,Butler County,115,115,24582955,1,2,275000,0,0,0,0,0,0,116
202005,39,025,2,3,Clermont County,49,49,8927272,0,0,0,0,0,0,4,30,2250000,53
202005,39,041,2,3,Delaware County,94,94,25847892,1,2,500000,0,0,0,1,6,0,96
202005,39,049,2,3,Franklin County,117,117,40111990,7,14,2690000,2,6,769070,8,594,46908060,134
202005,39,055,2,3,Geauga County,8,8,2227515,0,0,0,0,0,0,0,0,0,8
202005,39,085,2,3,Lake County,42,42,8880838,0,0,0,0,0,0,0,0,0,42
202005,39,089,2,3,Licking County,22,22,5383583,0,0,0,1,3,443862,0,0,0,23
202005,39,093,2,3,Lorain County,69,69,19191444,0,0,0,0,0,0,1,8,640000,70
202005,39,097,2,3,Madison County,14,14,3911138,0,0,0,0,0,0,0,0,0,14
202005,39,103,2,3,Medina County,26,26,10878958,0,0,0,0,0,0,0,0,0,26
202005,39,117,2,3,Morrow County,14,14,3751346,0,0,0,0,0,0,0,0,0,14
202005,39,159,2,3,Union County,23,23,9032799,2,4,400000,1,4,200000,3,16,1000000,29
202005,39,165,2,3,Warren County,88,88,24685260,0,0,0,0,0,0,1,5,0,89
202005,40,001,3,7,Adair County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,40,017,3,7,Canadian County,21,21,5426297,2,4,1000000,0,0,0,0,0,0,23
202005,40,021,3,7,Cherokee County,5,5,656191,0,0,0,0,0,0,1,5,0,6
202005,40,027,3,7,Cleveland County,56,56,12896258,1,2,180000,1,3,612750,1,5,0,59
202005,40,029,3,7,Coal County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,40,037,3,7,Creek County,6,6,1280832,0,0,0,0,0,0,1,5,0,7
202005,40,051,3,7,Grady County,8,8,665000,0,0,0,0,0,0,0,0,0,8
202005,40,055,3,7,Greer County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,40,081,3,7,Lincoln County,5,5,1165645,0,0,0,0,0,0,0,0,0,5
202005,40,083,3,7,Logan County,1,1,100000,0,0,0,0,0,0,0,0,0,1
202005,40,087,3,7,McClain County,34,34,6890512,0,0,0,0,0,0,0,0,0,34
202005,40,109,3,7,Oklahoma County,257,257,57393481,10,20,1740000,0,0,0,0,0,0,267
202005,40,111,3,7,Okmulgee County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,40,113,3,7,Osage County,9,9,4515897,1,2,360050,0,0,0,0,0,0,10
202005,40,117,3,7,Pawnee County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,40,131,3,7,Rogers County,55,55,7170265,0,0,0,0,0,0,0,0,0,55
202005,40,143,3,7,Tulsa County,144,144,32740344,0,0,0,0,0,0,0,0,0,144
202005,40,145,3,7,Wagoner County,39,39,8035312,0,0,0,0,0,0,0,0,0,39
202005,41,000,4,9,Oregon Balance of State,30,30,2890900,0,0,0,0,0,0,0,0,0,30
202005,41,005,4,9,Clackamas County,78,78,23709464,0,0,0,0,0,0,1,32,5765286,79
202005,41,017,4,9,Deschutes County,123,123,32367673,3,6,1245401,0,0,0,2,153,31117702,128
202005,41,019,4,9,Douglas County,16,16,4527872,0,0,0,0,0,0,0,0,0,16
202005,41,025,4,9,Harney County,2,2,427352,0,0,0,0,0,0,0,0,0,2
202005,41,035,4,9,Klamath County,16,16,3043969,0,0,0,0,0,0,0,0,0,16
202005,41,051,4,9,Multnomah County,48,48,13354667,1,2,467071,0,0,0,5,142,16300000,54
202005,41,065,4,9,Wasco County,5,5,1339922,1,2,229706,0,0,0,1,6,125000,7
202005,41,067,4,9,Washington County,90,90,28593295,0,0,0,0,0,0,0,0,0,90
202005,41,071,4,9,Yamhill County,37,37,10195543,0,0,0,0,0,0,0,0,0,37
202005,42,001,1,2,Adams County,18,18,5557470,0,0,0,0,0,0,0,0,0,18
202005,42,017,1,2,Bucks County,52,52,13148258,0,0,0,0,0,0,0,0,0,52
202005,42,029,1,2,Chester County,119,119,27287166,0,0,0,4,16,2086872,4,59,5817056,127
202005,42,037,1,2,Columbia County,4,4,912545,0,0,0,0,0,0,0,0,0,4
202005,42,041,1,2,Cumberland County,53,53,10649494,1,2,214172,2,6,1085615,0,0,0,56
202005,42,043,1,2,Dauphin County,23,23,4705359,0,0,0,1,3,425745,0,0,0,24
202005,42,045,1,2,Delaware County,13,13,2942335,0,0,0,0,0,0,0,0,0,13
202005,42,055,1,2,Franklin County,22,22,5175736,6,12,921980,1,4,530546,1,5,0,30
202005,42,091,1,2,Montgomery County,113,113,23615197,0,0,0,1,3,450000,1,5,1579441,115
202005,42,093,1,2,Montour County,7,7,1382825,0,0,0,0,0,0,0,0,0,7
202005,42,099,1,2,Perry County,7,7,1869242,0,0,0,0,0,0,0,0,0,7
202005,42,101,1,2,Philadelphia County,72,72,18994651,8,16,2306237,8,28,3440896,5,158,0,93
202005,42,103,1,2,Pike County,9,9,3775434,0,0,0,0,0,0,0,0,0,9
202005,44,001,1,1,Bristol County,7,7,1658945,0,0,0,0,0,0,1,12,610000,8
202005,44,003,1,1,Kent County,4,4,617846,3,6,624450,0,0,0,0,0,0,7
202005,44,005,1,1,Newport County,7,7,1992014,0,0,0,0,0,0,0,0,0,7
202005,44,007,1,1,Providence County,38,38,7167369,1,2,308000,1,4,316500,0,0,0,40
202005,44,009,1,1,Washington County,13,13,3756767,0,0,0,0,0,0,1,5,0,14
202005,45,003,3,5,Aiken County,67,67,15705594,0,0,0,0,0,0,0,0,0,67
202005,45,009,3,5,Bamberg County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,45,015,3,5,Berkeley County,117,117,31036232,0,0,0,0,0,0,2,51,0,119
202005,45,017,3,5,Calhoun County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,45,019,3,5,Charleston County,189,189,63705302,0,0,0,1,3,238125,5,100,0,195
202005,45,035,3,5,Dorchester County,65,65,19482954,0,0,0,0,0,0,0,0,0,65
202005,45,037,3,5,Edgefield County,16,16,3523478,0,0,0,0,0,0,0,0,0,16
202005,45,039,3,5,Fairfield County,4,4,890935,0,0,0,0,0,0,0,0,0,4
202005,45,045,3,5,Greenville County,302,302,76833336,0,0,0,2,8,614080,17,253,11839051,321
202005,45,051,3,5,Horry County,324,324,55099827,2,4,406895,0,0,0,1,5,0,327
202005,45,055,3,5,Kershaw County,32,32,5476691,0,0,0,0,0,0,0,0,0,32
202005,45,059,3,5,Laurens County,16,16,2220291,0,0,0,0,0,0,0,0,0,16
202005,45,063,3,5,Lexington County,183,183,47710427,0,0,0,0,0,0,1,5,0,184
202005,45,077,3,5,Pickens County,52,52,22652411,0,0,0,0,0,0,1,9,0,53
202005,45,079,3,5,Richland County,80,80,13768685,0,0,0,0,0,0,0,0,0,80
202005,45,081,3,5,Saluda County,6,6,395000,0,0,0,0,0,0,0,0,0,6
202005,45,085,3,5,Sumter County,14,14,1897028,0,0,0,0,0,0,0,0,0,14
202005,45,091,3,5,York County,133,133,47755175,0,0,0,0,0,0,2,28,0,135
202005,46,007,2,4,Bennett County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,46,055,2,4,Haakon County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,46,071,2,4,Jackson County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,46,111,2,4,Sanborn County,2,2,320000,0,0,0,0,0,0,0,0,0,2
202005,47,001,3,6,Anderson County,11,11,1970869,0,0,0,0,0,0,0,0,0,11
202005,47,015,3,6,Cannon County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,47,021,3,6,Cheatham County,22,22,3933881,0,0,0,0,0,0,0,0,0,22
202005,47,037,3,6,Davidson County,215,215,52395711,0,0,0,0,0,0,11,729,40172976,226
202005,47,043,3,6,Dickson County,31,31,6528707,0,0,0,0,0,0,0,0,0,31
202005,47,049,3,6,Fentress County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,47,081,3,6,Hickman County,8,8,1298693,0,0,0,0,0,0,0,0,0,8
202005,47,093,3,6,Knox County,85,85,20157175,0,0,0,1,4,230000,1,20,872000,87
202005,47,105,3,6,Loudon County,34,34,9217113,1,2,180000,0,0,0,0,0,0,35
202005,47,117,3,6,Marshall County,12,12,2282003,0,0,0,0,0,0,0,0,0,12
202005,47,125,3,6,Montgomery County,287,287,33065140,5,10,445000,1,4,386750,1,5,0,294
202005,47,139,3,6,Polk County,16,16,2881985,0,0,0,0,0,0,0,0,0,16
202005,47,149,3,6,Rutherford County,226,226,57309830,0,0,0,0,0,0,1,24,0,227
202005,47,153,3,6,Sequatchie County,1,1,70000,0,0,0,0,0,0,0,0,0,1
202005,47,157,3,6,Shelby County,56,56,13172900,2,4,601688,0,0,0,17,332,37168220,75
202005,47,159,3,6,Smith County,13,13,3198189,0,0,0,0,0,0,0,0,0,13
202005,47,161,3,6,Stewart County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,47,165,3,6,Sumner County,90,90,27249074,0,0,0,0,0,0,0,0,0,90
202005,47,167,3,6,Tipton County,14,14,2667755,0,0,0,0,0,0,0,0,0,14
202005,47,169,3,6,Trousdale County,12,12,1649000,0,0,0,0,0,0,0,0,0,12
202005,47,173,3,6,Union County,12,12,1717778,0,0,0,0,0,0,0,0,0,12
202005,47,175,3,6,Van Buren County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,47,189,3,6,Wilson County,140,140,34729173,0,0,0,0,0,0,2,11,0,142
202005,48,013,3,7,Atascosa County,5,5,676818,0,0,0,0,0,0,0,0,0,5
202005,48,015,3,7,Austin County,1,1,139636,0,0,0,0,0,0,0,0,0,1
202005,48,019,3,7,Bandera County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,021,3,7,Bastrop County,13,13,2180245,0,0,0,0,0,0,0,0,0,13
202005,48,025,3,7,Bee County,1,1,194000,0,0,0,0,0,0,0,0,0,1
202005,48,027,3,7,Bell County,144,144,28575840,13,26,2328555,8,32,2643940,4,76,7021412,169
202005,48,029,3,7,Bexar County,356,356,78537747,0,0,0,0,0,0,4,379,19405880,360
202005,48,051,3,7,Burleson County,2,2,251000,0,0,0,0,0,0,0,0,0,2
202005,48,055,3,7,Caldwell County,21,21,4437149,0,0,0,0,0,0,0,0,0,21
202005,48,085,3,7,Collin County,761,761,225574414,0,0,0,0,0,0,0,0,0,761
202005,48,091,3,7,Comal County,293,293,68306797,0,0,0,4,16,2092728,0,0,0,297
202005,48,099,3,7,Coryell County,34,34,4647924,5,10,857490,0,0,0,0,0,0,39
202005,48,107,3,7,Crosby County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,113,3,7,Dallas County,283,283,81064935,3,6,741048,0,0,0,10,1201,174401640,296
202005,48,119,3,7,Delta County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,135,3,7,Ector County,89,89,20748481,0,0,0,0,0,0,0,0,0,89
202005,48,139,3,7,Ellis County,181,181,42999816,0,0,0,2,8,200000,1,7,0,184
202005,48,141,3,7,El Paso County,182,182,42664853,3,6,723361,6,24,3118691,1,27,0,192
202005,48,157,3,7,Fort Bend County,533,533,125001448,1,2,247016,0,0,0,8,172,20615473,542
202005,48,167,3,7,Galveston County,197,197,44894278,0,0,0,0,0,0,0,0,0,197
202005,48,185,3,7,Grimes County,11,11,1387966,0,0,0,0,0,0,0,0,0,11
202005,48,187,3,7,Guadalupe County,97,97,22318187,1,2,247016,0,0,0,0,0,0,98
202005,48,193,3,7,Hamilton County,1,1,209076,0,0,0,0,0,0,0,0,0,1
202005,48,195,3,7,Hansford County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,201,3,7,Harris County,1394,1394,260284820,17,34,3950562,0,0,0,16,1520,229910547,1427
202005,48,211,3,7,Hemphill County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,215,3,7,Hidalgo County,185,185,33967874,0,0,0,13,51,4492977,2,24,755500,200
202005,48,233,3,7,Hutchinson County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,251,3,7,Johnson County,54,54,9660310,0,0,0,0,0,0,5,203,24582888,59
202005,48,257,3,7,Kaufman County,47,47,9820724,0,0,0,0,0,0,0,0,0,47
202005,48,259,3,7,Kendall County,28,28,6574976,0,0,0,0,0,0,0,0,0,28
202005,48,271,3,7,Kinney County,0,0,0,0,0,0,0,0,0,0,0,0,0
202005,48,281,3,7,Lampasas County,2,2,412000,0,0,0,0,0,0,0,0,0,2
202005,48,291,3,7,Liberty County,74,74,9993534,0,0,0,0,0,0,0,0,0,74
202005,48,303,3,7,Lubbock County,111,111,24617530,8,16,1822146,0,0,0,6,47,0,125
202005,48,323,3,7,Maverick County,7,7,1636064,0,0,0,0,0,0,0,0,0,7
