survey_date,state_fips,county_fips,census_region,census_division,county_name,buildings_1unit,units_1unit,value_1unit,buildings_2unit,units_2unit,value_2unit,buildings_3or4unit,units_3or4unit,value_3or4unit,buildings_5plusunit,units_5plusunit,X30,total_buildings
202104,12,089,3,5,Nassau County,132,132,36585037,0,0,0,1,3,180948,1,22,0,134
202104,12,091,3,5,Okaloosa County,103,103,34402669,0,0,0,0,0,0,0,0,0,103
202104,12,095,3,5,Orange County,638,638,206947224,11,22,4213709,0,0,0,22,816,91994633,671
202104,12,097,3,5,Osceola County,644,644,118319400,0,0,0,1,4,263000,2,288,66000000,647
202104,12,101,3,5,Pasco County,771,771,166598365,1,2,280000,0,0,0,1,5,0,773
202104,12,103,3,5,Pinellas County,77,77,26853897,0,0,0,0,0,0,3,413,61748607,80
202104,12,109,3,5,St. Johns County,555,555,135463428,0,0,0,1,4,731654,0,0,0,556
202104,12,113,3,5,Santa Rosa County,283,283,67705968,0,0,0,0,0,0,0,0,0,283
202104,12,115,3,5,Sarasota County,531,531,166265314,1,2,438116,0,0,0,6,46,7478007,538
202104,12,117,3,5,Seminole County,173,173,53576933,0,0,0,1,3,395000,5,64,1294522,179
202104,12,119,3,5,Sumter County,353,353,95175818,0,0,0,0,0,0,1,6,1334000,354
202104,12,129,3,5,Wakulla County,52,52,11310005,0,0,0,0,0,0,0,0,0,52
202104,12,131,3,5,Walton County,124,124,51174174,0,0,0,0,0,0,0,0,0,124
202104,12,133,3,5,Washington County,6,6,1029963,0,0,0,0,0,0,0,0,0,6
202104,13,007,3,5,Baker County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,13,013,3,5,Barrow County,87,87,11759449,0,0,0,1,3,246730,1,7,0,89
202104,13,015,3,5,Bartow County,66,66,11462729,0,0,0,0,0,0,4,24,2114448,70
202104,13,021,3,5,Bibb County,17,17,2982284,0,0,0,0,0,0,0,0,0,17
202104,13,029,3,5,Bryan County,80,80,22075267,0,0,0,1,3,323235,0,0,0,81
202104,13,033,3,5,Burke County,6,6,1274522,0,0,0,0,0,0,0,0,0,6
202104,13,035,3,5,Butts County,18,18,5416147,0,0,0,0,0,0,0,0,0,18
202104,13,045,3,5,Carroll County,106,106,26427402,0,0,0,0,0,0,0,0,0,106
202104,13,051,3,5,Chatham County,113,113,28913055,0,0,0,0,0,0,5,28,0,118
202104,13,057,3,5,Cherokee County,249,249,74184687,0,0,0,0,0,0,0,0,0,249
202104,13,059,3,5,Clarke County,26,26,4827818,0,0,0,0,0,0,0,0,0,26
202104,13,063,3,5,Clayton County,47,47,9935219,0,0,0,0,0,0,11,264,43844549,58
202104,13,067,3,5,Cobb County,184,184,52641360,3,6,1703130,1,4,547684,3,20,3063729,191
202104,13,073,3,5,Columbia County,128,128,24914415,0,0,0,2,8,477768,0,0,0,130
202104,13,077,3,5,Coweta County,144,144,55491263,0,0,0,0,0,0,2,276,36829738,146
202104,13,085,3,5,Dawson County,150,150,21116965,0,0,0,0,0,0,0,0,0,150
202104,13,095,3,5,Dougherty County,2,2,493937,0,0,0,0,0,0,1,17,0,3
202104,13,097,3,5,Douglas County,96,96,11443330,0,0,0,0,0,0,0,0,0,96
202104,13,111,3,5,Fannin County,46,46,10005004,0,0,0,0,0,0,0,0,0,46
202104,13,113,3,5,Fayette County,60,60,18801420,0,0,0,0,0,0,0,0,0,60
202104,13,115,3,5,Floyd County,33,33,6216861,0,0,0,0,0,0,0,0,0,33
202104,13,117,3,5,Forsyth County,213,213,36168575,0,0,0,0,0,0,0,0,0,213
202104,13,121,3,5,Fulton County,337,337,80825433,0,0,0,0,0,0,11,125,17084468,348
202104,13,127,3,5,Glynn County,38,38,12526501,1,2,300833,0,0,0,1,5,0,40
202104,13,135,3,5,Gwinnett County,331,331,82727366,0,0,0,1,4,844785,3,20,3734395,335
202104,13,143,3,5,Haralson County,9,9,2098161,0,0,0,0,0,0,0,0,0,9
202104,13,145,3,5,Harris County,25,25,5391490,0,0,0,0,0,0,0,0,0,25
202104,13,149,3,5,Heard County,4,4,800000,0,0,0,0,0,0,0,0,0,4
202104,13,151,3,5,Henry County,253,253,73162635,0,0,0,0,0,0,0,0,0,253
202104,13,159,3,5,Jasper County,12,12,2116887,0,0,0,0,0,0,0,0,0,12
202104,13,171,3,5,Lamar County,14,14,3288000,0,0,0,0,0,0,0,0,0,14
202104,13,177,3,5,Lee County,12,12,1445725,0,0,0,0,0,0,0,0,0,12
202104,13,179,3,5,Liberty County,56,56,13030605,0,0,0,0,0,0,0,0,0,56
202104,13,189,3,5,McDuffie County,8,8,2025000,0,0,0,0,0,0,0,0,0,8
202104,13,199,3,5,Meriwether County,11,11,2903337,0,0,0,0,0,0,0,0,0,11
202104,13,201,3,5,Miller County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,13,207,3,5,Monroe County,22,22,4992038,0,0,0,0,0,0,0,0,0,22
202104,13,215,3,5,Muscogee County,44,44,7263000,0,0,0,0,0,0,0,0,0,44
202104,13,217,3,5,Newton County,52,52,10249132,0,0,0,0,0,0,2,12,1080000,54
202104,13,227,3,5,Pickens County,37,37,8862134,0,0,0,0,0,0,0,0,0,37
202104,13,231,3,5,Pike County,15,15,3588656,0,0,0,0,0,0,0,0,0,15
202104,13,235,3,5,Pulaski County,2,2,274702,0,0,0,0,0,0,0,0,0,2
202104,13,245,3,5,Richmond County,71,71,11759343,0,0,0,0,0,0,0,0,0,71
202104,13,247,3,5,Rockdale County,24,24,6289419,0,0,0,0,0,0,0,0,0,24
202104,13,255,3,5,Spalding County,57,57,11892198,0,0,0,0,0,0,0,0,0,57
202104,13,275,3,5,Thomas County,19,19,3614990,0,0,0,0,0,0,0,0,0,19
202104,13,291,3,5,Union County,24,24,7903799,0,0,0,0,0,0,0,0,0,24
202104,15,001,4,9,Hawaii County,66,66,22316962,0,0,0,0,0,0,0,0,0,66
202104,15,003,4,9,Honolulu County,88,88,35320376,0,0,0,0,0,0,3,81,0,91
202104,15,007,4,9,Kauai County,14,14,12148373,0,0,0,0,0,0,0,0,0,14
202104,15,009,4,9,Maui County,32,32,15421838,0,0,0,3,9,38766000,0,0,0,35
202104,16,001,4,8,Ada County,456,456,145805154,3,6,1134095,0,0,0,9,64,8936603,468
202104,16,015,4,8,Boise County,10,10,4252981,0,0,0,0,0,0,0,0,0,10
202104,16,027,4,8,Canyon County,243,243,41190522,2,4,522757,6,22,2745590,2,22,0,253
202104,16,045,4,8,Gem County,27,27,4262868,0,0,0,0,0,0,0,0,0,27
202104,16,073,4,8,Owyhee County,6,6,1572321,0,0,0,2,8,775104,4,24,2437831,12
202104,17,005,2,3,Bond County,2,2,210000,0,0,0,0,0,0,1,12,1200000,3
202104,17,013,2,3,Calhoun County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,17,031,2,3,Cook County,117,117,47418786,10,20,3665929,19,62,12911358,14,477,56221250,160
202104,17,037,2,3,DeKalb County,29,29,6609817,0,0,0,0,0,0,1,5,0,30
202104,17,039,2,3,De Witt County,1,1,650000,0,0,0,0,0,0,0,0,0,1
202104,17,043,2,3,DuPage County,102,102,42681993,0,0,0,1,3,536000,1,36,0,104
202104,17,063,2,3,Grundy County,15,15,3534073,0,0,0,0,0,0,0,0,0,15
202104,17,083,2,3,Jersey County,7,7,1779262,0,0,0,0,0,0,1,5,0,8
202104,17,093,2,3,Kendall County,55,55,9306504,1,2,260488,0,0,0,0,0,0,56
202104,17,097,2,3,Lake County,58,58,20635365,2,4,863954,0,0,0,1,5,0,61
202104,17,111,2,3,McHenry County,100,100,24963553,0,0,0,0,0,0,0,0,0,100
202104,17,119,2,3,Madison County,44,44,14055828,0,0,0,0,0,0,0,0,0,44
202104,17,133,2,3,Monroe County,8,8,2238766,0,0,0,0,0,0,0,0,0,8
202104,17,197,2,3,Will County,174,174,45818035,5,10,1693603,2,7,1368603,0,0,0,181
202104,18,003,2,3,Allen County,195,195,55567511,1,2,135000,0,0,0,0,0,0,196
202104,18,011,2,3,Boone County,65,65,32509822,0,0,0,0,0,0,0,0,0,65
202104,18,013,2,3,Brown County,9,9,2564654,0,0,0,0,0,0,0,0,0,9
202104,18,019,2,3,Clark County,89,89,19444342,0,0,0,0,0,0,2,195,15000000,91
202104,18,047,2,3,Franklin County,12,12,4007925,0,0,0,0,0,0,0,0,0,12
202104,18,057,2,3,Hamilton County,324,324,108355296,7,14,3077000,0,0,0,3,18,5100000,334
202104,18,059,2,3,Hancock County,113,113,30258841,1,2,486296,0,0,0,0,0,0,114
202104,18,061,2,3,Harrison County,11,11,3180000,0,0,0,0,0,0,0,0,0,11
202104,18,063,2,3,Hendricks County,162,162,46022017,1,2,179091,0,0,0,0,0,0,163
202104,18,069,2,3,Huntington County,2,2,1342000,0,0,0,0,0,0,0,0,0,2
202104,18,073,2,3,Jasper County,12,12,3149731,0,0,0,0,0,0,0,0,0,12
202104,18,081,2,3,Johnson County,95,95,31860916,0,0,0,0,0,0,0,0,0,95
202104,18,087,2,3,Lagrange County,15,15,2585000,0,0,0,0,0,0,0,0,0,15
202104,18,089,2,3,Lake County,190,190,53321003,0,0,0,0,0,0,0,0,0,190
202104,18,097,2,3,Marion County,136,136,39375779,0,0,0,0,0,0,0,0,0,136
202104,18,105,2,3,Monroe County,21,21,5984193,0,0,0,3,10,1444063,0,0,0,24
202104,18,109,2,3,Morgan County,38,38,9109000,0,0,0,0,0,0,0,0,0,38
202104,18,111,2,3,Newton County,6,6,1723000,0,0,0,0,0,0,0,0,0,6
202104,18,115,2,3,Ohio County,1,1,300000,0,0,0,0,0,0,0,0,0,1
202104,18,119,2,3,Owen County,4,4,1093559,0,0,0,0,0,0,0,0,0,4
202104,18,127,2,3,Porter County,59,59,20191780,1,2,468466,0,0,0,0,0,0,60
202104,18,133,2,3,Putnam County,19,19,5374539,1,2,115000,0,0,0,0,0,0,20
202104,18,145,2,3,Shelby County,14,14,4267700,0,0,0,0,0,0,0,0,0,14
202104,18,151,2,3,Steuben County,18,18,5867464,0,0,0,0,0,0,0,0,0,18
202104,18,157,2,3,Tippecanoe County,52,52,14768324,0,0,0,0,0,0,2,52,0,54
202104,18,163,2,3,Vanderburgh County,68,68,15258002,3,6,1100147,0,0,0,1,14,0,72
202104,18,167,2,3,Vigo County,3,3,632279,1,2,197109,0,0,0,0,0,0,4
202104,18,175,2,3,Washington County,7,7,1107047,0,0,0,0,0,0,0,0,0,7
202104,18,183,2,3,Whitley County,10,10,2652155,0,0,0,0,0,0,0,0,0,10
202104,19,049,2,4,Dallas County,86,86,27434699,0,0,0,0,0,0,1,5,0,87
202104,19,085,2,4,Harrison County,1,1,284962,0,0,0,0,0,0,0,0,0,1
202104,19,129,2,4,Mills County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,19,153,2,4,Polk County,373,373,110139022,1,2,164960,0,0,0,4,121,16324219,378
202104,19,181,2,4,Warren County,60,60,14884005,0,0,0,0,0,0,0,0,0,60
202104,20,061,2,4,Geary County,2,2,517692,0,0,0,0,0,0,0,0,0,2
202104,20,091,2,4,Johnson County,307,307,115064447,2,4,1012000,2,6,1143022,4,100,16650940,315
202104,20,103,2,4,Leavenworth County,45,45,11002973,0,0,0,0,0,0,0,0,0,45
202104,20,107,2,4,Linn County,14,14,1440000,0,0,0,0,0,0,0,0,0,14
202104,20,121,2,4,Miami County,7,7,2436353,0,0,0,0,0,0,0,0,0,7
202104,20,209,2,4,Wyandotte County,10,10,2336204,0,0,0,0,0,0,0,0,0,10
202104,21,005,3,6,Anderson County,11,11,2325300,1,2,196648,0,0,0,0,0,0,12
202104,21,015,3,6,Boone County,87,87,15165745,0,0,0,0,0,0,0,0,0,87
202104,21,017,3,6,Bourbon County,6,6,2034258,0,0,0,0,0,0,0,0,0,6
202104,21,021,3,6,Boyle County,3,3,576011,1,2,182926,0,0,0,0,0,0,4
202104,21,029,3,6,Bullitt County,63,63,19576008,0,0,0,0,0,0,0,0,0,63
202104,21,035,3,6,Calloway County,5,5,1108000,0,0,0,0,0,0,4,24,520000,9
202104,21,037,3,6,Campbell County,24,24,8219092,0,0,0,0,0,0,0,0,0,24
202104,21,045,3,6,Casey County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,047,3,6,Christian County,7,7,709600,0,0,0,0,0,0,0,0,0,7
202104,21,049,3,6,Clark County,7,7,1608406,0,0,0,1,3,439594,1,5,0,9
202104,21,059,3,6,Daviess County,31,31,3154112,0,0,0,0,0,0,0,0,0,31
202104,21,067,3,6,Fayette County,76,76,16622314,1,2,219143,0,0,0,1,81,0,78
202104,21,069,3,6,Fleming County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,077,3,6,Gallatin County,6,6,1398774,0,0,0,0,0,0,0,0,0,6
202104,21,081,3,6,Grant County,5,5,2986497,0,0,0,0,0,0,0,0,0,5
202104,21,091,3,6,Hancock County,1,1,201055,0,0,0,0,0,0,0,0,0,1
202104,21,099,3,6,Hart County,1,1,87321,0,0,0,0,0,0,1,5,0,2
202104,21,101,3,6,Henderson County,6,6,1512000,0,0,0,0,0,0,0,0,0,6
202104,21,103,3,6,Henry County,6,6,1118521,0,0,0,1,3,600000,0,0,0,7
202104,21,111,3,6,Jefferson County,132,132,27490296,1,2,325277,0,0,0,0,0,0,133
202104,21,113,3,6,Jessamine County,23,23,8517458,0,0,0,2,7,1195125,0,0,0,25
202104,21,115,3,6,Johnson County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,117,3,6,Kenton County,42,42,11135002,0,0,0,0,0,0,0,0,0,42
202104,21,121,3,6,Knox County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,123,3,6,Larue County,8,8,1913950,0,0,0,0,0,0,0,0,0,8
202104,21,137,3,6,Lincoln County,6,6,562822,0,0,0,0,0,0,0,0,0,6
202104,21,145,3,6,McCracken County,12,12,2994713,0,0,0,0,0,0,0,0,0,12
202104,21,151,3,6,Madison County,27,27,4690000,0,0,0,0,0,0,1,8,0,28
202104,21,157,3,6,Marshall County,8,8,2182000,0,0,0,0,0,0,0,0,0,8
202104,21,161,3,6,Mason County,11,11,1545000,0,0,0,0,0,0,0,0,0,11
202104,21,163,3,6,Meade County,14,14,2752666,0,0,0,0,0,0,0,0,0,14
202104,21,167,3,6,Mercer County,6,6,1041326,0,0,0,0,0,0,0,0,0,6
202104,21,175,3,6,Morgan County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,179,3,6,Nelson County,40,40,10392000,1,2,600000,0,0,0,0,0,0,41
202104,21,185,3,6,Oldham County,52,52,17260074,0,0,0,0,0,0,0,0,0,52
202104,21,191,3,6,Pendleton County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,209,3,6,Scott County,50,50,10751100,0,0,0,0,0,0,1,5,550000,51
202104,21,211,3,6,Shelby County,29,29,9919000,0,0,0,0,0,0,0,0,0,29
202104,21,213,3,6,Simpson County,4,4,1255850,0,0,0,0,0,0,0,0,0,4
202104,21,215,3,6,Spencer County,31,31,7416555,0,0,0,0,0,0,0,0,0,31
202104,21,217,3,6,Taylor County,1,1,315209,0,0,0,0,0,0,0,0,0,1
202104,21,221,3,6,Trigg County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,21,239,3,6,Woodford County,18,18,2453120,0,0,0,0,0,0,0,0,0,18
202104,22,005,3,7,Ascension Parish,97,97,16457009,0,0,0,0,0,0,0,0,0,97
202104,22,015,3,7,Bossier Parish,66,66,11419705,0,0,0,0,0,0,0,0,0,66
202104,22,017,3,7,Caddo Parish,26,26,6522894,0,0,0,0,0,0,0,0,0,26
202104,22,031,3,7,De Soto Parish,13,13,3048871,0,0,0,0,0,0,0,0,0,13
202104,22,033,3,7,East Baton Rouge Parish,173,173,47194158,0,0,0,0,0,0,0,0,0,173
202104,22,037,3,7,East Feliciana Parish,7,7,1522501,0,0,0,0,0,0,0,0,0,7
202104,22,047,3,7,Iberville Parish,12,12,2716883,0,0,0,0,0,0,0,0,0,12
202104,22,051,3,7,Jefferson Parish,77,77,19337204,0,0,0,0,0,0,15,360,35800000,92
202104,22,055,3,7,Lafayette Parish,242,242,54701474,0,0,0,0,0,0,1,5,0,243
202104,22,063,3,7,Livingston Parish,122,122,26813011,0,0,0,0,0,0,0,0,0,122
202104,22,071,3,7,Orleans Parish,67,67,15277066,11,22,2519757,1,3,589559,1,52,0,80
202104,22,075,3,7,Plaquemines Parish,12,12,3884902,0,0,0,0,0,0,0,0,0,12
202104,22,077,3,7,Pointe Coupee Parish,17,17,4146600,0,0,0,0,0,0,0,0,0,17
202104,22,087,3,7,St. Bernard Parish,39,39,8405564,3,6,498000,0,0,0,0,0,0,42
202104,22,089,3,7,St. Charles Parish,29,29,7332900,0,0,0,0,0,0,0,0,0,29
202104,22,091,3,7,St. Helena Parish,4,4,713801,0,0,0,0,0,0,0,0,0,4
202104,22,095,3,7,St. John the Baptist Parish,10,10,2133458,0,0,0,0,0,0,0,0,0,10
202104,22,099,3,7,St. Martin Parish,15,15,3506370,0,0,0,0,0,0,0,0,0,15
202104,22,103,3,7,St. Tammany Parish,212,212,52860855,0,0,0,0,0,0,0,0,0,212
202104,22,109,3,7,Terrebonne Parish,16,16,4305875,1,2,155556,0,0,0,0,0,0,17
202104,22,121,3,7,West Baton Rouge Parish,21,21,3708525,0,0,0,0,0,0,0,0,0,21
202104,22,125,3,7,West Feliciana Parish,4,4,1441104,0,0,0,0,0,0,0,0,0,4
202104,23,000,1,1,Maine Unorganized Territory,12,12,1593603,0,0,0,0,0,0,0,0,0,12
202104,24,003,3,5,Anne Arundel County,203,203,41095640,0,0,0,0,0,0,0,0,0,203
202104,24,005,3,5,Baltimore County,78,78,18762450,0,0,0,0,0,0,0,0,0,78
202104,24,009,3,5,Calvert County,19,19,4545630,0,0,0,1,3,750000,0,0,0,20
202104,24,013,3,5,Carroll County,19,19,5418425,0,0,0,0,0,0,0,0,0,19
202104,24,015,3,5,Cecil County,35,35,6024992,0,0,0,0,0,0,0,0,0,35
202104,24,017,3,5,Charles County,95,95,36941500,0,0,0,0,0,0,0,0,0,95
202104,24,021,3,5,Frederick County,100,100,23924370,1,2,256873,7,28,3775663,15,99,12331994,123
202104,24,023,3,5,Garrett County,21,21,7739086,0,0,0,0,0,0,0,0,0,21
202104,24,025,3,5,Harford County,56,56,16469028,0,0,0,0,0,0,0,0,0,56
202104,24,027,3,5,Howard County,48,48,11425945,0,0,0,0,0,0,0,0,0,48
202104,24,031,3,5,Montgomery County,107,107,24251468,1,2,170000,0,0,0,1,5,0,109
202104,24,033,3,5,Prince George County,157,157,37688262,0,0,0,0,0,0,0,0,0,157
202104,24,035,3,5,Queen Anne County,35,35,8185042,0,0,0,0,0,0,0,0,0,35
202104,24,037,3,5,St. Marys County,12,12,4954000,0,0,0,0,0,0,0,0,0,12
202104,24,039,3,5,Somerset County,2,2,417750,0,0,0,0,0,0,0,0,0,2
202104,24,045,3,5,Wicomico County,15,15,2701783,0,0,0,0,0,0,0,0,0,15
202104,24,510,3,5,Baltimore (Independent City),20,20,2315000,0,0,0,0,0,0,0,0,0,20
202104,25,005,1,1,Bristol County,67,67,15483267,3,6,792625,0,0,0,0,0,0,70
202104,25,009,1,1,Essex County,56,56,19739120,2,4,691872,1,3,632000,5,61,1730000,64
202104,25,017,1,1,Middlesex County,135,135,41789783,4,8,1582271,1,4,970164,33,240,1212705,173
202104,25,021,1,1,Norfolk County,82,82,34220767,4,8,3074256,1,3,551220,14,520,15016120,101
202104,25,023,1,1,Plymouth County,123,123,32379125,3,6,1230000,1,4,576000,1,5,0,128
202104,25,025,1,1,Suffolk County,2,2,539852,4,8,1119264,4,12,2112000,11,609,124935736,21
202104,26,000,2,3,Michigan Balance of State,9,9,1689772,0,0,0,0,0,0,0,0,0,9
202104,26,019,2,3,Benzie County,13,13,3182209,0,0,0,0,0,0,0,0,0,13
202104,26,029,2,3,Charlevoix County,11,11,2850149,1,2,194031,0,0,0,0,0,0,12
202104,26,089,2,3,Leelanau County,16,16,3969280,0,0,0,0,0,0,0,0,0,16
202104,26,093,2,3,Livingston County,76,76,21575215,0,0,0,0,0,0,0,0,0,76
202104,26,095,2,3,Luce County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,26,099,2,3,Macomb County,116,116,38566021,3,6,1456871,0,0,0,0,0,0,119
202104,26,103,2,3,Marquette County,8,8,2810000,4,8,1000000,0,0,0,0,0,0,12
202104,26,137,2,3,Otsego County,2,2,162000,0,0,0,0,0,0,0,0,0,2
202104,26,147,2,3,St. Clair County,32,32,7687124,0,0,0,0,0,0,0,0,0,32
202104,26,163,2,3,Wayne County,128,128,40516462,1,2,147400,0,0,0,3,50,4765960,132
202104,27,003,2,4,Anoka County,147,147,41160349,0,0,0,0,0,0,1,29,6500000,148
202104,27,019,2,4,Carver County,64,64,22593297,1,2,437486,0,0,0,0,0,0,65
202104,27,025,2,4,Chisago County,21,21,4598607,0,0,0,0,0,0,2,72,6200000,23
202104,27,027,2,4,Clay County,30,30,8143700,0,0,0,0,0,0,0,0,0,30
202104,27,037,2,4,Dakota County,92,92,26887153,0,0,0,1,4,781268,2,172,26900000,95
202104,27,053,2,4,Hennepin County,193,193,74670087,2,4,598500,2,6,1292171,0,0,0,197
202104,27,059,2,4,Isanti County,29,29,6286412,0,0,0,0,0,0,0,0,0,29
202104,27,123,2,4,Ramsey County,22,22,7943158,4,8,1317960,1,4,960000,3,197,34144156,30
202104,27,139,2,4,Scott County,51,51,18508223,0,0,0,0,0,0,4,178,19976438,55
202104,27,141,2,4,Sherburne County,49,49,11606377,0,0,0,0,0,0,1,8,0,50
202104,27,163,2,4,Washington County,174,174,56491745,0,0,0,0,0,0,2,17,1339469,176
202104,27,171,2,4,Wright County,163,163,46081277,0,0,0,0,0,0,0,0,0,163
202104,28,033,3,6,DeSoto County,151,151,27582145,0,0,0,0,0,0,0,0,0,151
202104,28,041,3,6,Greene County,1,1,209076,0,0,0,0,0,0,0,0,0,1
202104,28,045,3,6,Hancock County,61,61,10033899,0,0,0,1,4,401445,3,26,400000,65
202104,28,047,3,6,Harrison County,109,109,22034953,0,0,0,0,0,0,0,0,0,109
202104,28,067,3,6,Jones County,1,1,180000,0,0,0,0,0,0,0,0,0,1
202104,28,129,3,6,Smith County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,28,137,3,6,Tate County,15,15,3827232,0,0,0,0,0,0,0,0,0,15
202104,28,143,3,6,Tunica County,10,10,2253086,0,0,0,0,0,0,0,0,0,10
202104,28,145,3,6,Union County,1,1,160000,0,0,0,0,0,0,0,0,0,1
202104,28,149,3,6,Warren County,1,1,200714,0,0,0,0,0,0,0,0,0,1
202104,29,013,2,4,Bates County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,29,017,2,4,Bollinger County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,29,019,2,4,Boone County,76,76,20714842,0,0,0,0,0,0,0,0,0,76
202104,29,049,2,4,Clinton County,8,8,2700000,0,0,0,0,0,0,0,0,0,8
202104,29,065,2,4,Dent County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,29,071,2,4,Franklin County,42,42,9621594,0,0,0,0,0,0,0,0,0,42
202104,29,095,2,4,Jackson County,209,209,53052223,7,14,770560,2,8,1402740,1,92,8973784,219
202104,29,099,2,4,Jefferson County,68,68,17320289,1,2,300000,0,0,0,0,0,0,69
202104,29,105,2,4,Laclede County,1,1,123250,0,0,0,0,0,0,0,0,0,1
202104,29,107,2,4,Lafayette County,19,19,3924966,3,6,600000,0,0,0,0,0,0,22
202104,29,113,2,4,Lincoln County,16,16,2678761,0,0,0,0,0,0,0,0,0,16
202104,29,165,2,4,Platte County,28,28,8083038,0,0,0,0,0,0,0,0,0,28
202104,29,185,2,4,St. Clair County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,29,189,2,4,St. Louis County,127,127,50433422,0,0,0,0,0,0,2,25,0,129
202104,29,219,2,4,Warren County,24,24,6725446,0,0,0,0,0,0,0,0,0,24
202104,29,221,2,4,Washington County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,29,510,2,4,St. Louis (Independent City),22,22,3845440,1,2,400000,1,4,750000,0,0,0,24
202104,30,013,4,8,Cascade County,22,22,5777299,0,0,0,0,0,0,0,0,0,22
202104,30,033,4,8,Garfield County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,30,063,4,8,Missoula County,48,48,11242782,3,6,273087,1,3,175000,1,8,252926,53
202104,30,093,4,8,Silver Bow County,6,6,869831,0,0,0,0,0,0,0,0,0,6
202104,31,001,2,4,Adams County,5,5,1069953,0,0,0,0,0,0,0,0,0,5
202104,31,025,2,4,Cass County,15,15,3233295,0,0,0,0,0,0,0,0,0,15
202104,31,033,2,4,Cheyenne County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,31,055,2,4,Douglas County,213,213,35038366,2,4,933272,0,0,0,1,12,700000,216
202104,31,105,2,4,Kimball County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,31,153,2,4,Sarpy County,150,150,42320307,0,0,0,0,0,0,1,5,0,151
202104,31,165,2,4,Sioux County,2,2,340000,0,0,0,0,0,0,0,0,0,2
202104,31,177,2,4,Washington County,9,9,2782149,0,0,0,0,0,0,0,0,0,9
202104,32,001,4,8,Churchill County,14,14,2979394,0,0,0,0,0,0,0,0,0,14
202104,32,003,4,8,Clark County,936,936,256010385,3,6,531406,9,31,5696000,28,386,21321466,976
202104,32,005,4,8,Douglas County,27,27,13238790,0,0,0,0,0,0,0,0,0,27
202104,32,007,4,8,Elko County,26,26,6708704,0,0,0,0,0,0,0,0,0,26
202104,32,013,4,8,Humboldt County,5,5,1167532,0,0,0,0,0,0,0,0,0,5
202104,32,015,4,8,Lander County,2,2,353989,0,0,0,0,0,0,0,0,0,2
202104,32,017,4,8,Lincoln County,1,1,180000,0,0,0,0,0,0,0,0,0,1
202104,32,019,4,8,Lyon County,57,57,14240437,0,0,0,0,0,0,21,168,19576813,78
202104,32,021,4,8,Mineral County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,32,027,4,8,Pershing County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,32,029,4,8,Storey County,0,0,0,0,0,0,0,0,0,0,0,0,0
202104,32,031,4,8,Washoe County,268,268,72840907,2,4,419757,1,4,524857,11,193,0,282
202104,32,033,4,8,White Pine County,2,2,637214,0,0,0,0,0,0,0,0,0,2
202104,32,510,4,8,Carson City (Independent City),19,19,5005300,0,0,0,0,0,0,1,7,0,20
202104,33,015,1,1,Rockingham County,81,81,27310687,0,0,0,5,17,1300000,3,43,10000000,89
202104,33,017,1,1,Strafford County,32,32,7073225,0,0,0,0,0,0,1,5,0,33
202104,34,001,1,2,Atlantic County,58,58,14121661,0,0,0,0,0,0,1,13,0,59
202104,34,003,1,2,Bergen County,131,131,31653951,10,20,2695870,1,3,3000,22,313,31770685,164
202104,34,005,1,2,Burlington County,92,92,13645458,0,0,0,1,3,397909,16,236,23735992,109
202104,34,007,1,2,Camden County,44,44,5979439,0,0,0,1,3,276857,13,158,3186725,58
202104,34,009,1,2,Cape May County,69,69,25211724,6,12,1732622,0,0,0,0,0,0,75
202104,34,011,1,2,Cumberland County,6,6,438152,0,0,0,0,0,0,0,0,0,6
202104,34,013,1,2,Essex County,27,27,7055347,5,10,77507,1,4,28275,6,147,24600000,39
202104,34,015,1,2,Gloucester County,72,72,10518293,0,0,0,0,0,0,1,5,0,73
202104,34,017,1,2,Hudson County,47,47,3413353,9,18,2681300,1,3,436234,11,407,9640501,68
202104,34,019,1,2,Hunterdon County,21,21,3762895,0,0,0,0,0,0,3,22,1569500,24
202104,34,021,1,2,Mercer County,61,61,6259861,0,0,0,0,0,0,2,10,121000,63
