Garage entries-exits by garage,,,,,
Facility Name,Ellis OFarrell Garage,Off Street Parking ID,932,Parking Management District,Downtown
Usage Type,Date,Total Entries,Total Exits,,
,8/10/2011,"1,505","1,481",,
,8/11/2011,"1,559","1,560",,
,8/12/2011,"1,731","1,667",,
,8/13/2011,"1,973","1,903",,
,8/14/2011,"1,141","1,223",,
,8/15/2011,"1,275","1,272",,
,8/16/2011,"1,399","1,381",,
,8/17/2011,"1,457","1,454",,
,8/18/2011,"1,524","1,489",,
,8/19/2011,"1,773","1,724",,
,8/20/2011,"2,038","1,983",,
,8/21/2011,"1,322","1,400",,
,8/22/2011,"1,252","1,249",,
,8/23/2011,"1,269","1,254",,
,8/24/2011,"1,407","1,404",,
,8/25/2011,"1,490","1,457",,
,8/26/2011,"1,653","1,591",,
,8/27/2011,"2,132","1,552",,
,8/28/2011,"1,288","1,367",,
,8/29/2011,"1,261","1,256",,
,8/30/2011,"1,331","1,307",,
,8/31/2011,"1,452","1,434",,
,9/1/2011,"1,515","1,491",,
,9/2/2011,"1,640","1,587",,
,9/3/2011,"1,939","1,863",,
,9/4/2011,"1,547","1,612",,
,9/5/2011,"1,627","1,646",,
,9/6/2011,"1,120","1,122",,
,9/7/2011,"1,231","1,205",,
,9/8/2011,"1,460","1,455",,
,9/9/2011,"1,665","1,588",,
,9/10/2011,"2,078","2,038",,
,9/11/2011,"1,174","1,257",,
,9/12/2011,"1,210","1,206",,
,9/13/2011,"1,330","1,307",,
,9/14/2011,"1,480","1,459",,
,9/15/2011,"1,482","1,484",,
,9/16/2011,"1,730","1,630",,
,9/17/2011,"1,973","1,904",,
,9/18/2011,"1,205","1,325",,
,9/19/2011,"1,123","1,119",,
,9/20/2011,"1,204","1,182",,
,9/21/2011,"1,330","1,302",,
,9/22/2011,"1,406","1,403",,
,9/23/2011,"1,603","1,542",,
,9/24/2011,"1,912","1,809",,
,9/25/2011,"1,210","1,343",,
,9/26/2011,"1,146","1,142",,
,9/27/2011,"1,311","1,298",,
,9/28/2011,"1,373","1,345",,
,9/29/2011,"1,358","1,339",,
,9/30/2011,"1,680","1,625",,
,10/1/2011,"1,928","1,879",,
,10/2/2011,"1,237","1,323",,
,10/3/2011,"1,180","1,139",,
,10/4/2011,"1,224",346,,
,10/5/2011,"1,489","1,459",,
,10/6/2011,"1,449","1,430",,
,10/7/2011,"1,690","1,622",,
,10/8/2011,"1,819","1,785",,
,10/9/2011,"1,163","1,211",,
,10/10/2011,"1,388","1,376",,
,10/11/2011,"1,242","1,227",,
,10/12/2011,"1,331","1,308",,
,10/13/2011,"1,604","1,568",,
,10/14/2011,"1,880","1,826",,
,10/15/2011,"2,259","2,185",,
,10/16/2011,"1,420","1,488",,
,10/17/2011,"1,167","1,179",,
,10/18/2011,"1,271","1,262",,
,10/19/2011,"1,366","1,352",,
,10/20/2011,"1,530","1,494",,
,10/21/2011,"1,775","1,718",,
,10/22/2011,"2,239","2,175",,
,10/23/2011,"1,240","1,328",,
,10/24/2011,"1,169","1,165",,
,10/25/2011,"1,256","1,245",,
,10/26/2011,"1,307","1,291",,
,10/27/2011,"1,450","1,411",,
,10/28/2011,"1,679","1,611",,
,10/29/2011,"2,077","1,834",,
,10/30/2011,"1,006","1,222",,
,10/31/2011,"1,018","1,000",,
,11/1/2011,"1,234","1,228",,
,11/2/2011,"1,376","1,354",,
,11/3/2011,"1,415","1,387",,
,11/4/2011,"1,685","1,626",,
,11/5/2011,"2,086","2,027",,
,11/6/2011,"1,521","1,609",,
,11/7/2011,"1,166","1,159",,
,11/8/2011,"1,338","1,329",,
,11/9/2011,"1,493","1,465",,
,11/10/2011,"1,621","1,595",,
,11/11/2011,"2,086","2,006",,
,11/12/2011,"2,369","2,319",,
,11/13/2011,"1,450","1,534",,
,11/14/2011,"1,252","1,231",,
,11/15/2011,"1,495","1,404",,
,11/16/2011,"1,867","1,852",,
,11/17/2011,"1,549","1,523",,
,11/18/2011,"1,724","1,618",,
,11/19/2011,"2,564","2,512",,
,11/20/2011,"1,525","1,630",,
,11/21/2011,"1,456","1,441",,
,11/22/2011,"1,690","1,668",,
,11/23/2011,"1,809","1,784",,
,11/24/2011,80,33,,
,11/25/2011,"3,406","3,114",,
,11/26/2011,"2,587","2,549",,
,11/27/2011,"1,588","1,654",,
,11/28/2011,"1,241","1,231",,
,11/29/2011,"1,341","1,327",,
,11/30/2011,"1,878","1,854",,
,12/1/2011,"1,771","1,748",,
,12/2/2011,"2,217","2,131",,
,12/3/2011,"2,866","2,733",,
,12/4/2011,"2,053","2,187",,
,12/5/2011,"1,576","1,571",,
,12/6/2011,"1,737","1,720",,
,12/7/2011,"1,848","1,828",,
,12/8/2011,"1,964","1,934",,
,12/9/2011,"2,386","2,255",,
,12/10/2011,"2,880","2,771",,
,12/11/2011,"2,059","2,231",,
,12/12/2011,"1,609","1,602",,
,12/13/2011,"1,868","1,840",,
,12/14/2011,"2,159","2,122",,
,12/15/2011,"2,203","2,164",,
,12/16/2011,"2,730","2,606",,
,12/17/2011,"3,013","2,886",,
,12/18/2011,"2,490","2,594",,
,12/19/2011,"2,240","2,219",,
,12/20/2011,"2,604","2,577",,
,12/21/2011,"2,736","2,676",,
,12/22/2011,"2,721","2,676",,
,12/23/2011,"3,036","2,931",,
,12/24/2011,"2,223","2,289",,
,12/25/2011,0,18,,
,12/26/2011,"2,468","2,414",,
,12/27/2011,"2,328","2,287",,
,12/28/2011,"2,190","2,161",,
,12/29/2011,"2,292","2,236",,
,12/30/2011,"2,362","2,317",,
,12/31/2011,"1,789","1,773",,
,1/1/2012,"1,320","1,342",,
,1/2/2012,"1,746","1,739",,
,1/3/2012,"1,287","1,266",,
,1/4/2012,"1,384","1,356",,
,1/5/2012,"1,461","1,454",,
,1/6/2012,"1,618","1,563",,
,1/7/2012,"1,993","1,905",,
,1/8/2012,"1,165","1,241",,
,1/9/2012,"1,109","1,090",,
,1/10/2012,"1,188","1,182",,
,1/11/2012,"1,275","1,257",,
,1/12/2012,"1,351","1,340",,
,1/13/2012,"1,552","1,484",,
,1/14/2012,"1,683","1,626",,
,1/15/2012,"1,496","1,579",,
,1/16/2012,"1,718","1,703",,
,1/17/2012,"1,187","1,171",,
,1/18/2012,"1,175","1,173",,
,1/19/2012,"1,238","1,223",,
,1/20/2012,"1,304","1,277",,
,1/21/2012,"1,816","1,727",,
,1/22/2012,835,928,,
,1/23/2012,915,896,,
,1/24/2012,"1,172","1,153",,
,1/25/2012,"1,265","1,254",,
,1/26/2012,"1,287","1,273",,
,1/27/2012,"1,481","1,409",,
,1/28/2012,"1,876","1,817",,
,1/29/2012,"1,219","1,324",,
,1/30/2012,988,976,,
,1/31/2012,"1,138","1,135",,
,2/1/2012,"1,147","1,143",,
,2/2/2012,"1,263","1,241",,
,2/3/2012,"1,487","1,431",,
,2/4/2012,"1,894","1,818",,
,2/5/2012,973,"1,067",,
,2/6/2012,"1,047","1,041",,
,2/7/2012,"1,239","1,224",,
,2/8/2012,"1,408","1,392",,
,2/9/2012,"1,396","1,382",,
,2/10/2012,"1,678","1,621",,
,2/11/2012,"2,171","2,049",,
,2/12/2012,"1,313","1,437",,
,2/13/2012,"1,229","1,221",,
,2/14/2012,"1,554","1,524",,
,2/15/2012,"1,282","1,268",,
,2/16/2012,"1,383","1,369",,
,2/17/2012,"1,559","1,512",,
,2/18/2012,"1,830","1,735",,
,2/19/2012,"1,219","1,285",,
,2/20/2012,"1,547","1,546",,
,2/21/2012,"1,120","1,081",,
,2/22/2012,"1,217","1,108",,
,2/23/2012,"1,378","1,352",,
,2/24/2012,"1,505","1,460",,
,2/25/2012,"1,889","1,818",,
,2/26/2012,"1,162","1,255",,
,2/27/2012,988,986,,
,2/28/2012,"1,176","1,162",,
,2/29/2012,"1,205","1,193",,
,3/1/2012,"1,307","1,282",,
,3/2/2012,"1,761","1,695",,
,3/3/2012,"2,103","2,042",,
,3/4/2012,"1,181","1,247",,
,3/5/2012,"1,060","1,044",,
,3/6/2012,"1,156","1,129",,
,3/7/2012,"1,410","1,369",,
,3/8/2012,"1,491","1,466",,
,3/9/2012,"1,635","1,579",,
,3/10/2012,"2,011","1,932",,
,3/11/2012,"1,290","1,365",,
,3/12/2012,"1,087","1,079",,
,3/13/2012,"1,063","1,033",,
,3/14/2012,"1,175","1,135",,
,3/15/2012,"1,438","1,401",,
,3/16/2012,"1,624","1,576",,
,3/17/2012,"1,657","1,601",,
,3/18/2012,"1,345","1,409",,
,3/19/2012,"1,142","1,127",,
,3/20/2012,"1,245","1,214",,
,3/21/2012,"1,364","1,340",,
,3/22/2012,"1,469","1,450",,
,3/23/2012,"1,687","1,626",,
,3/24/2012,"1,972","1,931",,
,3/25/2012,"1,288","1,339",,
,3/26/2012,"1,122","1,107",,
,3/27/2012,"1,178","1,164",,
,3/28/2012,"1,439","1,428",,
,3/29/2012,"1,522","1,499",,
,3/30/2012,"1,738","1,665",,
,3/31/2012,"1,898","1,853",,
,4/1/2012,"1,348","1,393",,
,4/2/2012,"1,199","1,169",,
,4/3/2012,"1,456","1,431",,
,4/4/2012,"1,713","1,697",,
,4/5/2012,"1,537","1,513",,
,4/6/2012,"1,737","1,656",,
,4/7/2012,"1,971","1,922",,
,4/8/2012,744,834,,
,4/9/2012,"1,346","1,326",,
,4/10/2012,"1,269","1,259",,
,4/11/2012,"1,505","1,482",,
,4/12/2012,"1,427","1,411",,
,4/13/2012,"1,735","1,658",,
,4/14/2012,"2,031","1,958",,
,4/15/2012,"1,232","1,317",,
,4/16/2012,"1,132","1,120",,
,4/17/2012,"1,274","1,241",,
,4/18/2012,"1,389","1,362",,
,4/19/2012,"1,431","1,411",,
,4/20/2012,"1,609","1,537",,
,4/21/2012,"2,048","2,002",,
,4/22/2012,"1,325","1,400",,
,4/23/2012,"1,086","1,062",,
,4/24/2012,"1,231","1,206",,
,4/25/2012,"1,678","1,651",,
,4/26/2012,"1,524","1,331",,
,4/27/2012,"1,736","1,645",,
,4/28/2012,"2,030","1,953",,
,4/29/2012,"1,385","1,484",,
,4/30/2012,"1,390","1,379",,
,5/1/2012,"1,209","1,174",,
,5/2/2012,"1,317","1,289",,
,5/3/2012,"1,349","1,325",,
,5/4/2012,"1,554","1,508",,
,5/5/2012,"1,698","1,623",,
,5/6/2012,"1,100","1,187",,
,5/7/2012,"1,134","1,119",,
,5/8/2012,"1,297","1,277",,
,5/9/2012,"1,363","1,348",,
,5/10/2012,"1,528","1,487",,
,5/11/2012,"1,848","1,773",,
,5/12/2012,"2,214","2,171",,
,5/13/2012,"1,306","1,371",,
,5/14/2012,"1,093","1,078",,
,5/15/2012,"1,274","1,253",,
,5/16/2012,"1,418","1,404",,
,5/17/2012,"1,560","1,525",,
,5/18/2012,"1,679","1,621",,
,5/19/2012,"1,799","1,753",,
,5/20/2012,"1,032","1,084",,
,5/21/2012,"1,253","1,236",,
,5/22/2012,"1,371","1,344",,
,5/23/2012,"1,539","1,521",,
,5/24/2012,"1,577","1,533",,
,5/25/2012,"1,726","1,665",,
,5/26/2012,"1,834","1,802",,
,5/27/2012,"1,318","1,305",,
,5/28/2012,"1,549","1,598",,
,5/29/2012,"1,308","1,299",,
,5/30/2012,"1,332","1,317",,
,5/31/2012,"1,446","1,426",,
,6/1/2012,"1,570","1,502",,
,6/2/2012,"1,899","1,840",,
,6/3/2012,"1,165","1,241",,
,6/4/2012,"1,074","1,077",,
,6/5/2012,"1,319","1,299",,
,6/6/2012,"1,379","1,362",,
,6/7/2012,"1,522","1,483",,
,6/8/2012,"1,609","1,536",,
,6/9/2012,"1,687","1,649",,
,6/10/2012,"1,233","1,309",,
,6/11/2012,"1,204","1,194",,
,6/12/2012,"1,381","1,358",,
,6/13/2012,"1,448","1,423",,
,6/14/2012,"1,669","1,637",,
,6/15/2012,"1,944","1,882",,
,6/16/2012,"2,097","2,044",,
,6/17/2012,"1,079","1,137",,
,6/18/2012,"1,220","1,211",,
,6/19/2012,"1,359","1,335",,
,6/20/2012,"1,480","1,453",,
,6/21/2012,"1,570","1,539",,
,6/22/2012,"1,615","1,569",,
,6/23/2012,"1,757","1,682",,
,6/24/2012,658,748,,
,6/25/2012,"1,290","1,275",,
,6/26/2012,"1,426","1,418",,
,6/27/2012,"1,369","1,355",,
,6/28/2012,"1,569","1,523",,
,6/29/2012,"1,675","1,621",,
,6/30/2012,"1,848","1,782",,
,7/1/2012,"1,299","1,399",,
,7/2/2012,"1,217","1,199",,
,7/3/2012,"1,437","1,406",,
,7/4/2012,"1,188","1,178",,
,7/5/2012,"1,353","1,334",,
,7/6/2012,"1,570","1,527",,
,7/7/2012,"1,741","1,696",,
,7/8/2012,"1,189","1,255",,
,7/9/2012,"1,114","1,104",,
,7/10/2012,"1,429","1,397",,
,7/11/2012,"1,705","1,672",,
,7/12/2012,"1,532","1,518",,
,7/13/2012,"1,749","1,674",,
,7/14/2012,"2,149","2,097",,
,7/15/2012,"1,250","1,307",,
,7/16/2012,"1,221","1,218",,
,7/17/2012,"1,414","1,393",,
,7/18/2012,"1,600","1,590",,
,7/19/2012,"1,460","1,451",,
,7/20/2012,"1,726","1,666",,
,7/21/2012,"1,900","1,858",,
,7/22/2012,"1,224","1,292",,
,7/23/2012,"1,257","1,254",,
,7/24/2012,"1,318","1,285",,
,7/25/2012,"1,474","1,464",,
,7/26/2012,"1,501","1,482",,
,7/27/2012,"1,642","1,579",,
,7/28/2012,"1,865","1,768",,
,7/29/2012,"1,191","1,291",,
,7/30/2012,"1,295","1,277",,
,7/31/2012,"1,220","1,224",,
,8/1/2012,"1,489","1,463",,
,8/2/2012,"1,493","1,474",,
,8/3/2012,"1,665","1,582",,
,8/4/2012,"1,886","1,853",,
,8/5/2012,"1,242","1,322",,
,8/6/2012,"1,162","1,153",,
,8/7/2012,"1,358","1,351",,
,8/8/2012,"1,417","1,382",,
,8/9/2012,"1,551","1,522",,
,8/10/2012,"1,567","1,503",,
,8/11/2012,"1,891","1,805",,
,8/12/2012,"1,261","1,353",,
,8/13/2012,"1,238","1,239",,
,8/14/2012,"1,343","1,331",,
,8/15/2012,"1,413","1,378",,
,8/16/2012,"1,510","1,479",,
,8/17/2012,"1,716","1,656",,
,8/18/2012,"2,210","2,137",,
,8/19/2012,"1,341","1,422",,
,8/20/2012,"1,290","1,276",,
,8/21/2012,"1,337","1,336",,
,8/22/2012,"1,457","1,421",,
,8/23/2012,"1,494","1,480",,
,8/24/2012,"1,701","1,630",,
,8/25/2012,"2,105","2,066",,
,8/26/2012,"1,223","1,322",,
,8/27/2012,"1,143","1,137",,
,8/28/2012,"1,272","1,260",,
,8/29/2012,"1,345","1,322",,
,8/30/2012,"1,393","1,360",,
,8/31/2012,"1,629","1,558",,
,9/1/2012,"1,872","1,823",,
,9/2/2012,"1,505","1,545",,
,9/3/2012,"1,519","1,542",,
,9/4/2012,"1,172","1,163",,
,9/5/2012,"1,197","1,185",,
,9/6/2012,"1,404","1,378",,
,9/7/2012,"1,616","1,568",,
,9/8/2012,"1,948","1,885",,
,9/9/2012,"1,056","1,118",,
,9/10/2012,"1,080","1,071",,
,9/11/2012,"1,184","1,175",,
,9/12/2012,"1,359","1,343",,
,9/13/2012,"1,410","1,389",,
,9/14/2012,"1,666","1,598",,
,9/15/2012,"1,928","1,886",,
,9/16/2012,"1,089","1,160",,
,9/17/2012,"1,120","1,119",,
,9/18/2012,"1,272","1,248",,
,9/19/2012,"1,380","1,368",,
,9/20/2012,"1,385","1,355",,
,9/21/2012,"1,647","1,578",,
,9/22/2012,"2,075","2,020",,
,9/23/2012,"1,200","1,275",,
,9/24/2012,"1,125","1,131",,
,9/25/2012,"1,266","1,246",,
,9/26/2012,"1,386","1,358",,
,9/27/2012,"1,459","1,439",,
,9/28/2012,"1,597","1,538",,
,9/29/2012,"1,915","1,886",,
,9/30/2012,"1,210","1,288",,
,10/1/2012,"1,276","1,248",,
,10/2/2012,"1,324","1,302",,
,10/3/2012,"1,478","1,445",,
,10/4/2012,"1,498","1,494",,
,10/5/2012,"1,848","1,749",,
,10/6/2012,"1,615","1,591",,
,10/7/2012,"1,027","1,101",,
,10/8/2012,"1,472","1,468",,
,10/9/2012,"1,348","1,338",,
,10/10/2012,"1,443","1,424",,
,10/11/2012,"1,608","1,587",,
,10/12/2012,"2,040","1,954",,
,10/13/2012,"2,418","2,326",,
,10/14/2012,"1,496","1,603",,
,10/15/2012,"1,264","1,262",,
,10/16/2012,"1,290","1,269",,
,10/17/2012,"1,337","1,318",,
,10/18/2012,"1,448","1,419",,
,10/19/2012,"1,861","1,778",,
,10/20/2012,"2,375","2,310",,
,10/21/2012,"1,277","1,365",,
,10/22/2012,"1,148","1,146",,
,10/23/2012,"1,347","1,338",,
,10/24/2012,"1,344","1,329",,
,10/25/2012,"1,376","1,346",,
,10/26/2012,"1,719","1,633",,
,10/27/2012,"1,934","1,886",,
,10/28/2012,"1,265","1,344",,
,10/29/2012,"1,130","1,133",,
,10/30/2012,"1,329","1,307",,
,10/31/2012,693,669,,
,11/1/2012,"1,411","1,408",,
,11/2/2012,"1,700","1,635",,
,11/3/2012,"2,359","2,253",,
,11/4/2012,"1,435","1,556",,
,11/5/2012,"1,205","1,190",,
,11/6/2012,"1,228","1,219",,
,11/7/2012,"1,401","1,383",,
,11/8/2012,"1,433","1,407",,
,11/9/2012,"1,944","1,859",,
,11/10/2012,"2,758","2,648",,
,11/11/2012,"1,664","1,779",,
,11/12/2012,"1,694","1,694",,
,11/13/2012,"1,335","1,310",,
,11/14/2012,"1,467","1,452",,
,11/15/2012,"1,570","1,549",,
,11/16/2012,"1,751","1,678",,
,11/17/2012,"2,477","2,383",,
,11/18/2012,"1,545","1,638",,
,11/19/2012,"1,453","1,441",,
,11/20/2012,"1,572","1,555",,
,11/21/2012,"1,838","1,808",,
,11/22/2012,81,31,,
,11/23/2012,"3,142","3,077",,
,11/24/2012,"2,495","2,425",,
,11/25/2012,"1,612","1,704",,
,11/26/2012,"1,312","1,308",,
,11/27/2012,"1,474","1,437",,
,11/28/2012,"1,751","1,737",,
,11/29/2012,"1,802","1,768",,
,11/30/2012,"2,011","1,917",,
,12/1/2012,"2,525","2,463",,
,12/2/2012,"1,807","1,890",,
,12/3/2012,"1,589","1,568",,
,12/4/2012,"1,702","1,684",,
,12/5/2012,"1,869","1,834",,
,12/6/2012,"1,954","1,933",,
,12/7/2012,"2,642","2,508",,
,12/8/2012,"2,895","2,795",,
,12/9/2012,"2,082","2,211",,
,12/10/2012,"1,566","1,565",,
,12/11/2012,"1,846","1,824",,
,12/12/2012,"2,280","2,252",,
,12/13/2012,"2,249","2,199",,
,12/14/2012,"2,698","2,547",,
,12/15/2012,"2,834","2,755",,
,12/16/2012,"2,269","2,403",,
,12/17/2012,"1,921","1,915",,
,12/18/2012,"2,356","2,322",,
,12/19/2012,"2,577","2,548",,
,12/20/2012,"2,669","2,622",,
,12/21/2012,"2,920","2,767",,
,12/22/2012,"3,008","2,916",,
,12/23/2012,"2,404","2,536",,
,12/24/2012,"2,482","2,504",,
,12/25/2012,3,24,,
,12/26/2012,"2,684","2,611",,
,12/27/2012,"2,482","2,426",,
,12/28/2012,"2,556","2,492",,
,12/29/2012,"2,431","2,346",,
,12/30/2012,"2,196","2,228",,
,12/31/2012,"1,914","1,872",,
,1/1/2013,"1,485","1,532",,
,1/2/2013,"1,669","1,633",,
,1/3/2013,"1,617","1,584",,
,1/4/2013,"1,774","1,712",,
,1/5/2013,"1,952","1,933",,
,1/6/2013,"1,342","1,414",,
,1/7/2013,"1,363","1,340",,
,1/8/2013,"1,476","1,463",,
,1/9/2013,"1,461","1,434",,
,1/10/2013,"1,397","1,368",,
,1/11/2013,"1,713","1,624",,
,1/12/2013,"1,957","1,904",,
,1/13/2013,"1,294","1,377",,
,1/14/2013,"1,113","1,116",,
,1/15/2013,"1,242","1,213",,
,1/16/2013,"1,247","1,248",,
,1/17/2013,"1,383","1,347",,
,1/18/2013,"1,589","1,536",,
,1/19/2013,"2,100","2,028",,
,1/20/2013,"1,268","1,345",,
,1/21/2013,"1,702","1,689",,
,1/22/2013,"1,136","1,118",,
,1/23/2013,"1,198","1,192",,
,1/24/2013,"1,290","1,262",,
,1/25/2013,"1,559","1,473",,
,1/26/2013,"1,900","1,815",,
,1/27/2013,"1,237","1,355",,
,1/28/2013,"1,046","1,027",,
,1/29/2013,"1,208","1,192",,
,1/30/2013,"1,338","1,334",,
,1/31/2013,"1,353","1,322",,
,2/1/2013,"1,586","1,511",,
,2/2/2013,"1,816","1,758",,
,2/3/2013,661,757,,
,2/4/2013,"1,018","1,010",,
,2/5/2013,"1,247","1,232",,
,2/6/2013,"1,298","1,275",,
,2/7/2013,"1,361","1,338",,
,2/8/2013,"1,619","1,507",,
,2/9/2013,"2,054","2,012",,
,2/10/2013,"1,254","1,362",,
,2/11/2013,"1,192","1,172",,
,2/12/2013,"1,354","1,332",,
,2/13/2013,"1,420","1,386",,
,2/14/2013,"1,755","1,673",,
,2/15/2013,"1,675","1,642",,
,2/16/2013,"2,215","2,116",,
,2/17/2013,"1,627","1,712",,
,2/18/2013,"1,683","1,703",,
,2/19/2013,"1,147","1,126",,
,2/20/2013,"1,230","1,233",,
,2/21/2013,"1,405","1,367",,
,2/22/2013,"1,549","1,483",,
,2/23/2013,"1,917","1,808",,
,2/24/2013,"1,073","1,213",,
,2/25/2013,"1,019","1,027",,
,2/26/2013,"1,241","1,232",,
,2/27/2013,"1,352","1,350",,
,2/28/2013,"1,365","1,365",,
,3/1/2013,"1,477","1,418",,
,3/2/2013,"2,017","1,945",,
,3/3/2013,"1,256","1,385",,
,3/4/2013,"1,096","1,095",,
,3/5/2013,"1,250","1,244",,
,3/6/2013,"1,243","1,229",,
,3/7/2013,"1,377","1,339",,
,3/8/2013,"1,613","1,564",,
,3/9/2013,"1,703","1,667",,
,3/10/2013,"1,019","1,072",,
,3/11/2013,"1,120","1,100",,
,3/12/2013,"1,257","1,237",,
,3/13/2013,"1,345","1,325",,
,3/14/2013,"1,488","1,470",,
,3/15/2013,"1,706","1,626",,
,3/16/2013,"1,768","1,688",,
,3/17/2013,"1,354","1,453",,
,3/18/2013,"1,176","1,160",,
,3/19/2013,"1,375","1,373",,
,3/20/2013,"1,434","1,417",,
,3/21/2013,"1,575","1,539",,
,3/22/2013,"1,820","1,741",,
,3/23/2013,"2,217","2,121",,
,3/24/2013,"1,387","1,526",,
,3/25/2013,"1,301","1,266",,
,3/26/2013,"1,503","1,499",,
,3/27/2013,"1,798","1,766",,
,3/28/2013,"1,594","1,565",,
,3/29/2013,"1,899","1,810",,
,3/30/2013,"2,106","2,005",,
,3/31/2013,893,"1,019",,
,4/1/2013,"1,382","1,390",,
,4/2/2013,"1,412","1,387",,
,4/3/2013,"1,641","1,637",,
,4/4/2013,"1,689","1,611",,
,4/5/2013,"1,853","1,794",,
,4/6/2013,"2,170","2,097",,
,4/7/2013,"1,381","1,485",,
,4/8/2013,"1,169","1,181",,
,4/9/2013,"1,360","1,350",,
,4/10/2013,"1,463","1,447",,
,4/11/2013,"1,519","1,468",,
,4/12/2013,"1,701","1,627",,
,4/13/2013,"2,085","2,036",,
,4/14/2013,"1,388","1,476",,
,4/15/2013,"1,133","1,115",,
,4/16/2013,"1,350","1,333",,
,4/17/2013,"1,398","1,374",,
,4/18/2013,"1,458","1,444",,
,4/19/2013,"1,671","1,607",,
,4/20/2013,"2,006","1,916",,
,4/21/2013,"1,361","1,467",,
,4/22/2013,"1,157","1,141",,
,4/23/2013,"1,291","1,266",,
,4/24/2013,"1,693","1,662",,
,4/25/2013,"1,624","1,614",,
,4/26/2013,"1,825","1,757",,
,4/27/2013,"2,320","2,238",,
,4/28/2013,"1,569","1,663",,
,4/29/2013,"1,366","1,361",,
,4/30/2013,"1,269","1,254",,
,5/1/2013,"1,410","1,380",,
,5/2/2013,"1,413","1,376",,
,5/3/2013,"1,618","1,536",,
,5/4/2013,"1,983","1,916",,
,5/5/2013,"1,152","1,229",,
,5/6/2013,"1,160","1,155",,
,5/7/2013,"1,365","1,355",,
,5/8/2013,"1,385","1,365",,
,5/9/2013,"1,515","1,482",,
,5/10/2013,"1,658","1,588",,
,5/11/2013,"2,180","2,110",,
,5/12/2013,"1,255","1,337",,
,5/13/2013,"1,159","1,150",,
,5/14/2013,"1,294","1,276",,
,5/15/2013,"1,485","1,479",,
,5/16/2013,"1,471","1,454",,
,5/17/2013,"1,688","1,643",,
,5/18/2013,"2,066","1,988",,
,5/19/2013,996,"1,075",,
,5/20/2013,"1,280","1,266",,
,5/21/2013,"1,284","1,271",,
,5/22/2013,"1,485","1,463",,
,5/23/2013,"1,583","1,550",,
,5/24/2013,"1,821","1,755",,
,5/25/2013,"2,081","1,994",,
,5/26/2013,"1,647","1,692",,
,5/27/2013,"1,669","1,695",,
,5/28/2013,"1,296","1,285",,
,5/29/2013,"1,339","1,327",,
,5/30/2013,"1,433","1,406",,
,5/31/2013,"1,576","1,511",,
