Garage entries-exits by garage,,,,,
Facility Name,Performing Arts Garage,Off Street Parking ID,943,Parking Management District,Civic Center
Usage Type,Date,Total Entries,Total Exits,,
,12/20/2012,"1,133","1,130",,
,12/21/2012,"1,154","1,143",,
,12/22/2012,"1,108",919,,
,12/23/2012,864,614,,
,12/24/2012,868,866,,
,12/25/2012,0,0,,
,12/26/2012,731,730,,
,12/27/2012,847,846,,
,12/28/2012,"1,067","1,063",,
,12/29/2012,47,50,,
,12/30/2012,25,25,,
,12/31/2012,606,277,,
,1/1/2013,0,328,,
,1/2/2013,344,344,,
,1/3/2013,473,465,,
,1/4/2013,401,400,,
,1/5/2013,378,383,,
,1/6/2013,0,0,,
,1/7/2013,497,481,,
,1/8/2013,541,541,,
,1/9/2013,583,582,,
,1/10/2013,880,880,,
,1/11/2013,533,536,,
,1/12/2013,751,749,,
,1/13/2013,449,451,,
,1/14/2013,598,597,,
,1/15/2013,637,634,,
,1/16/2013,830,827,,
,1/17/2013,848,850,,
,1/18/2013,815,809,,
,1/19/2013,401,401,,
,1/20/2013,1,3,,
,1/21/2013,120,121,,
,1/22/2013,580,578,,
,1/23/2013,954,937,,
,1/24/2013,"1,076","1,015",,
,1/25/2013,816,884,,
,1/26/2013,733,733,,
,1/27/2013,198,202,,
,1/28/2013,589,591,,
,1/29/2013,779,776,,
,1/30/2013,"1,026","1,023",,
,1/31/2013,"1,106","1,083",,
,2/1/2013,"1,014","1,019",,
,2/2/2013,916,922,,
,2/3/2013,371,380,,
,2/4/2013,535,534,,
,2/5/2013,560,556,,
,2/6/2013,756,753,,
,2/7/2013,799,800,,
,2/8/2013,811,804,,
,2/9/2013,388,393,,
,2/10/2013,340,344,,
,2/11/2013,513,512,,
,2/12/2013,935,930,,
,2/13/2013,"1,070","1,051",,
,2/14/2013,"1,033",983,,
,2/15/2013,978,"1,012",,
,2/16/2013,923,922,,
,2/17/2013,936,957,,
,2/18/2013,0,10,,
,2/19/2013,795,788,,
,2/20/2013,525,525,,
,2/21/2013,651,648,,
,2/22/2013,752,747,,
,2/23/2013,609,611,,
,2/24/2013,57,61,,
,2/25/2013,520,519,,
,2/26/2013,845,838,,
,2/27/2013,843,842,,
,2/28/2013,"1,077","1,071",,
,3/1/2013,976,968,,
,3/2/2013,820,818,,
,3/3/2013,568,582,,
,3/4/2013,607,600,,
,3/5/2013,831,827,,
,3/6/2013,"1,025","1,025",,
,3/7/2013,892,885,,
,3/8/2013,"1,001","1,000",,
,3/9/2013,885,891,,
,3/10/2013,459,463,,
,3/11/2013,480,481,,
,3/12/2013,599,592,,
,3/13/2013,668,671,,
,3/14/2013,660,657,,
,3/15/2013,652,651,,
,3/16/2013,247,249,,
,3/17/2013,93,92,,
,3/18/2013,471,469,,
,3/19/2013,666,663,,
,3/20/2013,671,671,,
,3/21/2013,921,916,,
,3/22/2013,874,867,,
,3/23/2013,859,817,,
,3/24/2013,598,602,,
,3/25/2013,728,723,,
,3/26/2013,"1,049","1,049",,
,3/27/2013,866,865,,
,3/28/2013,909,902,,
,3/29/2013,549,560,,
,3/30/2013,65,68,,
,3/31/2013,161,163,,
,4/1/2013,647,637,,
,4/2/2013,575,572,,
,4/3/2013,524,514,,
,4/4/2013,649,646,,
,4/5/2013,788,737,,
,4/6/2013,563,614,,
,4/7/2013,139,141,,
,4/8/2013,508,504,,
,4/9/2013,875,848,,
,4/10/2013,750,774,,
,4/11/2013,899,895,,
,4/12/2013,968,964,,
,4/13/2013,831,839,,
,4/14/2013,768,769,,
,4/15/2013,884,878,,
,4/16/2013,773,771,,
,4/17/2013,"1,049","1,045",,
,4/18/2013,779,775,,
,4/19/2013,"1,011","1,006",,
,4/20/2013,844,854,,
,4/21/2013,618,621,,
,4/22/2013,587,581,,
,4/23/2013,698,701,,
,4/24/2013,564,561,,
,4/25/2013,822,822,,
,4/26/2013,791,786,,
,4/27/2013,428,426,,
,4/28/2013,517,519,,
,4/29/2013,520,519,,
,4/30/2013,624,619,,
,5/1/2013,658,657,,
,5/2/2013,795,792,,
,5/3/2013,"1,036",970,,
,5/4/2013,943,630,,
,5/5/2013,858,517,,
,5/6/2013,625,563,,
,5/7/2013,894,742,,
,5/8/2013,917,910,,
,5/9/2013,"1,008",992,,
,5/10/2013,"1,005",987,,
,5/11/2013,968,972,,
,5/12/2013,541,542,,
,5/13/2013,528,524,,
,5/14/2013,586,582,,
,5/15/2013,665,661,,
,5/16/2013,739,711,,
,5/17/2013,774,800,,
,5/18/2013,486,479,,
,5/19/2013,132,137,,
,5/20/2013,634,633,,
,5/21/2013,553,550,,
,5/22/2013,803,797,,
,5/23/2013,"1,010","1,004",,
,5/24/2013,840,843,,
,5/25/2013,406,401,,
,5/26/2013,166,169,,
,5/27/2013,0,1,,
,5/28/2013,534,531,,
,5/29/2013,923,919,,
,5/30/2013,645,637,,
,5/31/2013,764,758,,
